S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
122,2023-07-16,2757,AKPL,Arun Kabeli Power Ltd.,238.0000,242.0000,228.0000,234.5000,61190,14244291.5000,237.3000,519.0000,220.0000,2023-07-16T14:59:58.801696,234.5000,326,232.78,9571.03
123,2023-07-16,2765,LEMF,Laxmi Equity Fund,9.6200,9.6200,9.4300,9.5900,11700,111094.1300,9.4400,10.3000,7.2400,2023-07-16T14:57:35.014187,9.5900,8,9.49,1198.75
124,2023-07-16,2770,SEF,Siddhartha Equity Fund,8.9000,9.4300,8.9000,9.4300,1800,16125.0000,8.7500,10.0800,7.6700,2023-07-16T11:18:01.460830,9.4300,7,8.95,1414.50
125,2023-07-16,2773,SAEF,Sanima Equity Fund,11.3500,11.8000,11.3500,11.8000,48500,559621.0000,11.1700,13.2000,9.4600,2023-07-16T13:36:42.662478,11.8000,17,11.53,1534.00
126,2023-07-16,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,821.9000,836.5000,821.9000,836.5000,210,175519.0000,820.1000,1159.9000,659.0000,2023-07-16T14:59:24.675452,836.5000,3,835.80,1915.76
127,2023-07-16,2780,CMF1,Citizens Mutual Fund -1,9.1600,9.4000,9.0200,9.3800,29702,272634.2000,9.3400,9.4000,6.7500,2023-07-16T14:59:13.110187,9.3800,19,9.17,769.16
128,2023-07-16,2781,WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,805.0000,805.0000,803.0000,805.0000,40,32180.0000,801.5000,1157.8000,694.0000,2023-07-16T14:37:03.166008,805.0000,3,804.50,637.65
129,2023-07-16,2786,PMHPL,Panchakanya Mai Hydropower Ltd,207.0000,207.0000,200.0000,204.0000,4437,890316.5000,207.0000,288.2000,168.0000,2023-07-16T14:59:51.565539,204.0000,36,200.65,2244.00
130,2023-07-16,2789,JOSHI,Joshi Hydropower Development Company Ltd,263.0000,273.3000,263.0000,269.0000,10139,2683874.6000,268.0000,318.0000,168.0000,2023-07-16T14:59:04.238175,269.0000,70,264.70,999.07
131,2023-07-16,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,916.3000,949.0000,916.3000,949.0000,43,40191.9000,935.0000,1740.0000,728.0000,2023-07-16T14:23:32.419196,949.0000,4,934.69,1377.95
132,2023-07-16,2806,GHL,Ghalemdi Hydro Limited,225.0000,225.0000,216.2000,222.0000,12452,2716499.6000,220.8000,309.0000,164.2000,2023-07-16T14:59:50.448162,222.0000,78,218.15,1221.00
133,2023-07-16,2813,PPCL,Panchthar Power Compant Limited,270.0000,274.9000,268.0000,269.0000,13412,3650683.3000,269.9000,389.3000,252.0000,2023-07-16T14:59:53.807090,269.0000,87,272.19,2589.13
134,2023-07-16,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,798.0000,812.0000,798.0000,810.9000,852,682310.0000,797.8000,1165.0000,650.0000,2023-07-16T14:59:59.268431,810.9000,12,800.83,1228.96
135,2023-07-16,2824,HURJA,Himalaya Urja Bikas Company Limited,272.0000,277.0000,257.1000,274.0000,21990,5791193.0000,272.0000,443.4000,190.5000,2023-07-16T14:59:50.494584,274.0000,83,263.35,2712.60
136,2023-07-16,2831,UNHPL,Union Hydropower Limited,204.9000,205.0000,196.0000,196.0000,16431,3264365.6000,201.0000,280.0000,166.6000,2023-07-16T14:59:57.750032,196.0000,87,198.67,1470.00
137,2023-07-16,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,702.0000,715.0000,695.0000,715.0000,1849,1298920.0000,702.0000,1113.8000,545.1000,2023-07-16T14:59:13.591729,715.0000,37,702.49,3556.52
138,2023-07-16,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,302.0000,303.0000,300.0000,300.0000,13575,4083838.7000,303.0000,371.0000,210.0000,2023-07-16T14:59:57.874208,300.0000,123,300.83,18473.67
139,2023-07-16,2850,NMBD2085,10 % NMB DEBENTURE 2085,1001.0000,1001.0000,1001.0000,1001.0000,10,10010.0000,987.4000,1001.0000,878.0000,2023-07-16T14:31:35.556833,1001.0000,1,1001.00,
140,2023-07-16,2851,NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,1029.5000,1044.0000,1010.1000,1032.9000,663,681876.6000,1009.4000,1060.6000,890.1000,2023-07-16T14:59:51.771527,1032.9000,18,1028.47,
141,2023-07-16,2767,HPPL,Himalayan Power Partner Ltd.,295.0000,296.8000,281.6000,285.9000,12709,3633701.7000,291.0000,418.0000,217.6000,2023-07-16T14:59:56.864945,285.9000,59,285.91,3046.03
142,2023-07-16,2768,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,853.0000,869.9000,852.0000,869.9000,552,471342.5000,867.0000,1319.0000,658.6000,2023-07-16T14:59:53.091485,869.9000,16,853.88,2804.37
143,2023-07-16,2769,NHDL,Nepal Hydro Developers Ltd.,382.7000,382.9000,375.3000,377.0000,1412,534598.0000,375.2000,432.0000,294.0000,2023-07-16T14:59:49.263261,377.0000,24,378.61,1266.44
144,2023-07-16,2771,SMB,Support Microfinance Bittiya Sanstha Ltd.,937.1000,955.8000,937.1000,955.8000,45,42786.6000,955.0000,1546.0000,812.0000,2023-07-16T14:59:51.742554,955.8000,3,950.81,910.28
145,2023-07-16,2776,RADHI,Radhi Bidyut Company Ltd,235.0000,236.0000,231.0000,234.0000,33294,7744198.5000,236.0000,680.3000,195.3000,2023-07-16T14:59:55.204285,234.0000,194,232.60,3921.79
146,2023-07-16,2779,NICGF,NIC Asia Growth Fund,10.1300,10.5300,10.0000,10.2900,5900,59243.0000,9.9400,11.6900,8.5900,2023-07-16T14:54:55.522260,10.2900,9,10.04,859.42
147,2023-07-16,2784,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,610.0000,618.0000,608.2000,608.2000,2322,1420998.0000,615.0000,883.1000,481.1000,2023-07-16T14:59:35.534327,608.2000,48,611.97,2954.39
148,2023-07-16,2787,KPCL,Kalika power Company Ltd,351.0000,372.3000,351.0000,355.0000,582,210259.7000,355.1000,439.3000,289.0000,2023-07-16T14:46:56.484081,355.0000,18,361.27,2816.93
149,2023-07-16,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,198.9000,198.9000,192.0000,192.5000,11525,2247088.1000,195.0000,262.0000,159.8000,2023-07-16T14:59:57.875903,192.5000,103,194.97,1540.00
150,2023-07-16,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,641.0000,656.0000,638.5000,647.0000,588,377783.9000,650.0000,977.1000,530.0000,2023-07-16T14:59:45.606403,647.0000,31,642.48,2375.42
151,2023-07-16,2792,UPPER,Upper Tamakoshi Hydropower Ltd,437.5000,437.5000,423.1000,426.8000,38936,16581372.9000,429.0000,590.0000,354.0000,2023-07-16T14:59:57.164138,426.8000,304,425.86,45198.12
152,2023-07-16,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,775.0000,788.0000,770.0000,785.0000,302,235266.0000,773.0000,1392.0000,649.0000,2023-07-16T14:57:35.372555,785.0000,19,779.02,2995.69
153,2023-07-16,2809,SHIVM,SHIVAM CEMENTS LTD,655.0000,668.0000,647.1000,651.5000,292584,191311372.9000,652.2000,864.0000,389.8000,2023-07-16T14:59:57.970136,651.5000,1525,653.86,28666.00
154,2023-07-16,2810,UPCL,UNIVERSAL POWER COMPANY LTD,218.0000,221.0000,216.0000,219.0000,35807,7808462.4000,219.9000,295.0000,197.0000,2023-07-16T14:59:59.244712,219.0000,143,218.07,4599.77
155,2023-07-16,2811,MHNL,Mountain Hydro Nepal Limited,235.0000,248.0000,230.0000,238.0000,22264,5269145.6000,235.0000,356.9000,212.0000,2023-07-16T14:59:59.773512,238.0000,105,236.66,2975.00
156,2023-07-16,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,738.0000,750.0000,738.0000,738.0000,670,499866.0000,739.0000,1191.0000,661.5000,2023-07-16T14:25:44.411183,738.0000,10,746.06,748.33
157,2023-07-16,2828,SAND2085,10% Sanima Bank Limited Debenture,1130.8000,1130.8000,1130.8000,1130.8000,10,11308.0000,1108.7000,1130.8000,948.0000,2023-07-16T11:41:07.914879,1130.8000,1,1130.80,2261.60
158,2023-07-16,2829,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1152.0000,1152.0000,1128.0000,1150.0000,383,439964.0000,1170.0000,1862.0000,788.5000,2023-07-16T14:59:57.166285,1150.0000,5,1148.73,1680.59
159,2023-07-16,2835,NBF2,NABIL BALANCED FUND-2,9.0300,9.0300,8.8000,8.8000,43861,388888.3200,8.8600,10.9200,7.4500,2023-07-16T14:57:01.009908,8.8000,23,8.86,985.60
160,2023-07-16,2842,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,297.0000,302.0000,294.2000,296.9000,8621,2557728.5000,298.0000,359.0000,210.0000,2023-07-16T14:59:46.282972,296.9000,102,296.68,9753.17
161,2023-07-16,2843,SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,740.0000,740.0000,716.0000,730.0000,661,480085.4000,740.0000,1200.0000,566.0000,2023-07-16T14:59:50.450140,730.0000,25,726.30,2325.78
162,2023-07-16,2859,SIGS2,Siddhartha Investment Growth Scheme - 2,8.5200,9.2100,8.5200,9.0300,16385,145147.2500,8.6900,10.1600,7.5600,2023-07-16T14:59:23.890074,9.0300,9,8.85,1083.60
163,2023-07-16,2860,SAPDBL,Saptakoshi Development Bank Ltd,260.0000,265.0000,253.7000,258.0000,7874,2014936.1000,257.1000,305.0000,202.0000,2023-07-16T14:59:36.771792,258.0000,52,255.89,2152.59
164,2023-07-16,2862,CMF2,CITIZENS MUTUAL FUND 2,9.6400,10.3900,9.1500,10.3900,197787,1912231.1000,9.4600,10.3900,7.0300,2023-07-16T14:51:18.328124,10.3900,43,9.66,581.84
165,2023-07-16,2863,NICBF,NIC Asia Balanced Fund,9.5600,10.3100,9.0000,9.3300,93800,863622.0000,9.3800,11.0500,8.0000,2023-07-16T14:59:09.017590,9.3300,21,9.20,704.41
166,2023-07-16,2875,PBLD86,10.25% Prabhu Bank  Debenture 2086,941.1000,979.0000,941.1000,979.0000,30,28800.0000,922.7000,979.0000,853.0000,2023-07-16T12:06:55.977278,979.0000,3,960.00,
167,2023-07-16,2879,LBLD86,10% Laxmi Bank Debenture 2086,972.7000,972.7000,972.7000,972.7000,10,9727.0000,953.7000,972.7000,932.6000,2023-07-16T14:33:35.452074,972.7000,1,972.70,
168,2023-07-16,2883,GWFD83,12 % Goodwill Finance Limited Debenture 2083,1120.0000,1132.2000,1120.0000,1125.0000,220,246922.0000,1110.0000,1164.0000,989.8000,2023-07-16T12:41:54.428837,1125.0000,5,1122.37,
169,2023-07-16,2854,NBBD2085,10.25% NBBL Debenture 2085,1180.0000,1252.1000,1180.0000,1252.1000,125,149933.0000,1158.7000,1252.1000,970.2000,2023-07-16T14:30:05.026230,1252.1000,6,1199.46,
170,2023-07-16,2866,MBLD2085,10.25% Machhapuchhre Bank Debenture 2085,1023.0000,1116.0000,1023.0000,1116.0000,348,365450.5000,1020.0000,1116.0000,900.1000,2023-07-16T14:40:40.888650,1116.0000,16,1050.14,
171,2023-07-16,2867,NMB50,NMB 50,10.6500,10.6500,10.5000,10.5000,5700,60315.0000,10.4500,13.1000,8.2800,2023-07-16T14:48:40.148010,10.5000,8,10.58,1312.50
172,2023-07-16,2868,NICD83/84,10.25% NIC Asia Debenture 2083/84,1097.5000,1097.5000,1097.5000,1097.5000,10,10975.0000,1090.0000,1097.5000,869.0000,2023-07-16T12:18:31.727023,1097.5000,1,1097.50,
173,2023-07-16,2869,NICAD8283,11% NIC Asia Debenture 082/83,1099.0000,1170.0000,1099.0000,1170.0000,599,671656.5000,1099.0000,1170.0000,927.5000,2023-07-16T11:53:26.624682,1170.0000,13,1121.29,
174,2023-07-16,2872,SBLD2082,10.50% SBL Debenture 2082,1039.5000,1060.2000,1019.0000,1060.2000,180,184344.5000,1019.2000,1060.2000,920.0000,2023-07-16T11:50:01.175124,1060.2000,4,1024.13,
175,2023-07-16,2877,SFMF,Sunrise First Mutual Fund,10.9000,11.1000,10.9000,11.0800,9100,99749.4800,10.9900,12.0500,8.5300,2023-07-16T14:54:13.861499,11.0800,9,10.96,952.88
176,2023-07-16,2880,HDHPC,Himal Dolakha Hydropower Company Limited,156.9000,156.9000,150.0000,152.0000,36334,5531943.4000,153.9000,280.3000,142.1000,2023-07-16T14:59:58.330676,152.0000,181,152.25,4256.00
177,2023-07-16,2881,NRIC,Nepal Reinsurance Company Limited,745.0000,765.0000,735.0000,740.0000,19872,14708407.1000,738.0000,927.0000,565.0000,2023-07-16T14:59:40.799720,740.0000,272,740.15,94820.22
178,2023-07-16,2882,ICFCD83,12% ICFC Finance Limited Debenture 2083,1117.2000,1186.0000,1117.2000,1186.0000,65,73762.0000,1140.0000,1186.0000,988.1000,2023-07-16T11:09:57.611806,1186.0000,3,1134.80,
179,2023-07-16,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,725.0000,729.0000,718.2000,729.0000,4638,3358961.6000,725.1000,975.0000,516.0000,2023-07-16T14:59:47.685920,729.0000,110,724.22,12680.52
180,2023-07-16,2892,NBLD82,10% Nabil Debenture 2082,1010.0000,1010.0000,1010.0000,1010.0000,25,25250.0000,990.4000,1010.0000,910.2000,2023-07-16T12:26:28.455596,1010.0000,1,1010.00,
181,2023-07-16,2913,MEN,Mountain Energy Nepal Limited,1015.0000,1030.0000,950.4000,995.0000,96749,98491980.0000,1019.0000,1040.0000,692.0000,2023-07-16T14:58:50.805347,995.0000,90,1018.01,19581.87
182,2023-07-16,2914,UMRH,United IDI Mardi RB Hydropower Limited.,440.0000,444.0000,432.5000,434.1000,1220,531686.1000,439.0000,849.9000,390.0000,2023-07-16T14:59:56.220483,434.1000,28,435.80,1823.22
183,2023-07-16,2917,CGH,Chandragiri Hills Limited,1300.0000,1300.0000,1261.1000,1280.0000,1445,1848589.0000,1290.0000,1487.0000,940.0000,2023-07-16T14:59:59.148329,1280.0000,36,1279.30,19636.36
184,2023-07-16,2919,NIFRA,Nepal Infrastructure Bank Limited,218.0000,228.0000,215.9000,224.0000,173923,38640019.8000,217.0000,269.2000,176.9000,2023-07-16T14:59:59.965818,224.0000,833,222.16,48384.00
185,2023-07-16,2923,SLCF,Sanima Large Cap Fund,8.4300,8.9200,8.0800,8.9200,72307,614553.7900,8.2700,9.5000,6.9000,2023-07-16T14:59:28.109533,8.9200,30,8.49,1070.40
186,2023-07-16,2924,GLH,GreenLife Hydropower Limited,263.0000,265.2000,255.4000,255.5000,3780,983331.0000,260.0000,377.0000,219.0000,2023-07-16T14:59:57.484929,255.5000,62,260.14,4599.00
187,2023-07-16,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2089.0000,2100.0000,2060.0000,2100.0000,529,1095730.0000,2089.0000,4329.6000,1700.0000,2023-07-16T14:59:08.004304,2100.0000,26,2071.32,4568.81
188,2023-07-16,2932,MFLD85,9.5% Manjushree Finance Limited Debenture 2085,994.7000,994.7000,975.0000,975.0000,45,44072.0000,1015.0000,1015.0000,805.1000,2023-07-16T14:44:41.886395,975.0000,2,979.37,
189,2023-07-16,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,775.1000,790.0000,775.1000,778.1000,86,67066.4000,790.0000,1133.8000,665.1000,2023-07-16T14:54:48.046897,778.1000,7,779.84,3838.55
190,2023-07-16,2937,SBCF,Sunrise Bluechip Fund,7.7900,7.9900,7.7900,7.8500,88414,697581.2800,7.8600,9.6800,6.8500,2023-07-16T14:59:05.037353,7.8500,28,7.88,981.25
191,2023-07-16,4947,PSF,Prabhu Select Fund,9.3100,9.7900,8.8500,8.8500,75000,678359.5000,9.1400,9.8300,7.3100,2023-07-16T14:59:21.245310,8.8500,56,9.04,1106.25
192,2023-07-16,4949,NIBSF2,NIBL Samriddhi Fund -2,8.8000,9.4900,8.7800,9.1100,4600,41380.0000,8.6300,9.4900,6.7400,2023-07-16T12:49:31.457536,9.1100,16,8.99,1366.50
193,2023-07-16,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1608.0000,1620.0000,1590.2000,1600.1000,3874,6200397.0000,1608.0000,2990.6000,1353.0000,2023-07-16T14:59:27.472887,1600.1000,133,1600.51,18913.73
194,2023-07-16,4955,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,720.0000,756.9000,715.5000,756.9000,449,328332.6000,730.0000,1199.0000,598.1000,2023-07-16T14:58:40.076758,756.9000,31,731.25,1123.83
195,2023-07-16,4962,PBLD87,8.5% Prabhu Bank Debenture 2087,809.7000,809.7000,809.7000,809.7000,25,20242.5000,793.9000,1000.0000,730.0000,2023-07-16T14:29:30.556753,809.7000,1,809.70,
196,2023-07-16,4968,RMF1,RBB Mutual Fund 1,7.9800,8.0800,7.5000,8.0800,56450,447357.6000,7.9400,9.0900,7.0400,2023-07-16T14:59:28.297028,8.0800,35,7.92,1010.00
197,2023-07-16,5982,SRLI,Sanima Reliance Life Insurance Limited,548.0000,563.0000,548.0000,556.0000,21147,11697834.8000,552.5000,619.9000,311.5000,2023-07-16T14:59:49.128315,556.0000,434,553.16,23263.04
198,2023-07-16,8004,GBILD86/87,Global IME Bank Limited Debenture 2086/87,802.7000,836.0000,802.7000,836.0000,275,227705.5000,819.0000,836.0000,730.0000,2023-07-16T14:59:33.829215,836.0000,5,828.02,
199,2023-07-16,8022,TPC,Terhathum Power Company Limited,356.0000,377.0000,356.0000,363.0000,448,162618.6000,363.0000,553.0000,303.9000,2023-07-16T14:59:11.347446,363.0000,22,362.98,1452.00
200,2023-07-16,8023,MMF1,Mega Mutual Fund -1,7.9900,8.1400,7.3100,7.9900,114550,893992.5500,7.8400,8.6500,6.6500,2023-07-16T14:59:50.694715,7.9900,79,7.80,998.75
201,2023-07-16,8024,NBF3,Nabil Balanced Fund-3,7.6800,7.6800,7.3900,7.5700,42890,321099.7000,7.5300,9.4800,7.0000,2023-07-16T14:59:55.212526,7.5700,44,7.48,946.25
202,2023-07-16,8025,SPC,Samling Power Company Limited,406.7000,422.0000,398.7000,403.5000,370,150277.0000,415.0000,664.0000,362.0000,2023-07-16T14:59:59.195001,403.5000,20,406.15,2017.50
203,2023-07-16,8027,NBLD85,Nabil Debenture 2085,850.0000,860.0000,843.0000,843.0000,80,67750.0000,843.2000,860.0000,730.0000,2023-07-16T13:24:05.287118,843.0000,3,846.87,
204,2023-07-16,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,1613.0000,1625.0000,1600.0000,1615.1000,806,1296720.0000,1613.6000,3770.0000,1425.0000,2023-07-16T14:59:15.163548,1615.1000,33,1608.83,2952.40
205,2023-07-16,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2050.0000,2060.0000,2035.1000,2044.0000,1088,2224096.3000,2038.0000,3759.0000,1892.1000,2023-07-16T14:59:57.973859,2044.0000,55,2044.20,5212.20
206,2023-07-16,8055,BHL,Balephi Hydropower Limited,260.0000,265.2000,250.5000,260.0000,3290,837585.0000,260.0000,397.0000,225.4000,2023-07-16T14:59:56.623816,260.0000,102,254.58,4752.72
207,2023-07-16,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1330.0000,1410.0000,1290.3000,1410.0000,7751,10467686.0000,1330.0000,2734.8000,1168.0000,2023-07-16T14:57:56.638842,1410.0000,275,1350.49,3756.58
208,2023-07-16,8068,CCBD88,Century Debenture 2088,1022.9000,1022.9000,1022.9000,1022.9000,10,10229.0000,1021.0000,1022.9000,816.0000,2023-07-16T14:06:19.314413,1022.9000,1,1022.90,
209,2023-07-16,8108,RHGCL,Rapti Hydro And General Construction Limited,243.6000,247.0000,236.0000,247.0000,5602,1350470.8000,248.5000,406.0000,191.6000,2023-07-16T14:59:59.263765,247.0000,148,241.06,1513.60
210,2023-07-16,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,103.9000,104.0000,102.0000,102.8000,17395,1782872.1000,103.9000,126.4000,95.0000,2023-07-16T14:59:45.589906,102.8000,53,102.49,10.28
211,2023-07-16,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,702.0000,704.1000,688.2000,699.0000,2800,1947522.0000,716.0000,963.0000,316.0000,2023-07-16T14:59:58.650085,699.0000,97,695.54,1747.50
212,2023-07-16,8121,SPHL,Sayapatri Hydropower Limited,368.5000,368.5000,357.3000,365.0000,440,158760.0000,376.0000,520.2000,194.8000,2023-07-16T14:59:53.507701,365.0000,35,360.81,328.50
213,2023-07-16,9146,SMHL,Super Madi Hydropower Limited,392.0000,422.0000,377.5000,422.0000,6252,2426995.5000,399.0000,506.0000,299.0000,2023-07-16T14:59:58.395905,422.0000,234,388.19,8862.00
214,2023-07-16,9147,SPL,Shuvam Power Limited,783.1000,810.0000,749.0000,810.0000,6348,4872983.5000,799.0000,814.8000,265.0000,2023-07-16T14:59:58.394799,810.0000,98,767.64,1620.00
215,2023-07-16,9149,MKHC,Maya Khola Hydropower Company Limited,230.1000,239.2000,226.0000,233.5000,8657,1980606.3000,234.6000,367.5000,217.0000,2023-07-16T14:59:52.158366,233.5000,297,228.78,2335.00
216,2023-07-16,9150,AHL,Asian Hydropower Limited,332.5000,337.9000,330.0000,330.0000,2350,781214.0000,338.1000,480.9000,298.8000,2023-07-16T14:59:40.838724,330.0000,100,332.43,1122.00
217,2023-07-16,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,250.2000,255.0000,248.1000,250.0000,11297,2841075.9000,254.2000,367.4000,233.2000,2023-07-16T14:59:51.943366,250.0000,506,251.48,2800.00
218,2023-07-16,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,2429.9000,2429.9000,2350.0000,2363.9000,980,2311905.0000,2388.7000,2651.0000,403.8000,2023-07-16T14:59:55.810645,2363.9000,52,2359.08,1473.61
219,2023-07-16,9163,BPW,BPW Laghubitta Bittiya Sanstha Limited,1117.0000,1135.0000,1113.1000,1120.0000,820,920457.0000,1133.0000,1710.0000,233.1000,2023-07-16T14:59:43.137216,1120.0000,57,1122.50,336.00
220,2023-07-16,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,294.0000,294.0000,271.5000,273.1000,6195,1696782.0000,290.0000,351.0000,230.0000,2023-07-16T14:59:29.665609,273.1000,264,273.89,2075.56
221,2023-07-16,9170,DOLTI,Dolti Power Company Limited,228.0000,234.0000,223.6000,228.0000,4465,1014962.0000,231.4000,311.0000,222.0000,2023-07-16T14:59:55.141817,228.0000,284,227.31,1223.19
222,2023-07-16,9171,BEDC,Bhugol Energy Development Company Limited,231.5000,232.2000,227.2000,232.2000,5089,1164075.0000,236.2000,326.3000,202.8000,2023-07-16T14:59:48.314644,232.2000,292,228.74,1263.29
223,2023-07-16,9173,CITY,City Hotel Limited,695.0000,710.0000,680.0000,680.1000,35142,24243439.8000,696.1000,744.0000,111.1000,2023-07-16T14:59:59.212500,680.1000,936,689.87,11384.87
224,2023-07-16,9175,MCHL,Menchhiyam Hydropower Limited,222.0000,226.0000,221.9000,226.0000,2868,639215.4000,226.0000,297.8000,220.3000,2023-07-16T14:59:57.784011,226.0000,254,222.87,1226.24
225,2023-07-16,9179,MEL,Modi Energy Limited,212.0000,212.7000,205.0000,207.5000,44573,9268540.5000,208.6000,275.4000,197.9000,2023-07-16T14:59:59.615592,207.5000,2475,207.94,6017.50
226,2023-07-16,2886,ADBLD83,10.35% Agricultural Bank Debenture 2083,1075.0000,1123.0000,1075.0000,1123.0000,515,558698.0000,1074.0000,1123.0000,865.1000,2023-07-16T11:47:45.642775,1123.0000,14,1084.85,
227,2023-07-16,2896,SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,740.0000,744.0000,732.0000,741.0000,224,165255.8000,740.0000,1190.0000,596.0000,2023-07-16T14:58:41.305296,741.0000,15,737.74,2832.53
228,2023-07-16,2898,NRN,NRN Infrastructure and Development Limited,521.0000,530.0000,500.0000,513.0000,20313,10270758.7000,511.0000,580.0000,385.0000,2023-07-16T14:59:57.749994,513.0000,166,505.62,6275.08
229,2023-07-16,2902,LUK,Laxmi Unnati Kosh,9.3900,9.4800,9.2100,9.3900,62200,586725.0000,9.3200,10.2500,7.5200,2023-07-16T14:58:49.279902,9.3900,8,9.43,612.81
230,2023-07-16,2903,LEC,Liberty Energy Company Limited,255.0000,258.0000,244.5000,244.5000,8415,2079211.8000,260.0000,318.0000,203.8000,2023-07-16T14:59:58.248637,244.5000,72,247.08,3667.50
231,2023-07-16,2904,PBLD84,10% Prabhu Bank Debenture 2084 ,1090.8000,1090.8000,1090.8000,1090.8000,10,10908.0000,1069.5000,1090.8000,851.0000,2023-07-16T11:39:37.532475,1090.8000,1,1090.80,
232,2023-07-16,2907,SSHL,Shiva Shree Hydropower Ltd,187.0000,189.0000,180.5000,182.6000,71274,13008672.9000,183.5000,290.0000,155.1000,2023-07-16T14:59:47.109049,182.6000,254,182.51,2695.91
233,2023-07-16,2908,SGIC,Sanima GIC Insurance Limited,650.0000,654.0000,637.0000,649.9000,19604,12584588.1000,649.0000,710.9000,365.0000,2023-07-16T14:59:43.689037,649.9000,187,641.93,12998.00
234,2023-07-16,2922,SBD87,8.5% Sanima Debenture 2087,857.9000,857.9000,857.9000,857.9000,10,8579.0000,845.0000,864.9000,732.6000,2023-07-16T14:29:07.655878,857.9000,1,857.90,
235,2023-07-16,2931,NIBD84,8.5% Nepal Investment Bank Debenture 2084,865.0000,865.0000,865.0000,865.0000,25,21625.0000,865.0000,869.0000,753.4000,2023-07-16T13:01:32.668170,865.0000,1,865.00,
236,2023-07-16,2933,KEF,Kumari Equity Fund,9.3700,10.1700,9.3700,10.1700,123594,1226922.2500,9.3700,10.1700,7.6200,2023-07-16T14:56:15.788370,10.1700,87,9.92,1017.00
237,2023-07-16,2934,SHEL,Singati Hydro Energy Limited,289.0000,290.0000,275.0000,280.0000,1573,437862.0000,289.0000,403.9000,210.0000,2023-07-16T14:59:55.608859,280.0000,52,278.36,4060.00
238,2023-07-16,3946,CHDC,CEDB Hydropower Development Company Limited,891.0000,910.0000,891.0000,904.0000,5245,4725880.0000,903.0000,954.0000,590.0000,2023-07-16T14:59:55.372325,904.0000,138,901.02,7588.27
239,2023-07-16,4961,BOKD86,8.5% BOK Debenture 2086,842.7000,859.4000,842.7000,859.4000,50,42552.5000,826.2000,859.4000,738.5000,2023-07-16T11:59:47.127600,859.4000,2,851.05,1375.04
240,2023-07-16,4967,NICSF,NIC Asia Select Fund 30,8.7500,8.9900,8.7500,8.9900,158875,1408147.5000,8.8100,8.9900,7.4000,2023-07-16T14:53:03.508937,8.9900,39,8.86,1123.75
241,2023-07-16,5984,LBLD88,8.5% Laxmi Bank Debenture 2088,818.0000,818.0000,818.0000,818.0000,25,20450.0000,802.0000,980.0000,735.4000,2023-07-16T12:52:15.247163,818.0000,2,818.00,
242,2023-07-16,6985,SDBD87,Shangri-la Development Bank Debenture 2087,864.5000,864.5000,864.5000,864.5000,10,8645.0000,847.6000,892.5000,745.0000,2023-07-16T13:44:53.978711,864.5000,1,864.50,
243,2023-07-16,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,372.5000,394.0000,372.5000,392.0000,1045,396624.5000,379.8000,582.4000,354.0000,2023-07-16T14:59:38.700827,392.0000,26,379.54,1443.12
