S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
51,2023-07-17,235,HDL,Himalayan Distillery Limited,2250.0000,2285.0000,2248.0000,2279.0000,18141,41297994.3000,2248.0000,4323.0000,1806.6000,2023-07-17T14:59:59.489561,2279.0000,431,2276.50,55369.82
52,2023-07-17,238,NMB,NMB Bank Limited,228.9000,236.0000,225.1000,234.0000,76129,17654854.3000,226.0000,277.0000,215.0000,2023-07-17T14:59:56.289370,234.0000,306,231.90,42978.09
53,2023-07-17,244,SIFC,Shree Investment Finance Co. Ltd.,382.0000,393.0000,377.5000,390.3000,20421,7894598.3000,375.0000,408.5000,273.1000,2023-07-17T14:59:59.654054,390.3000,153,386.59,3831.51
54,2023-07-17,250,JFL,Janaki Finance Company Limited,400.9000,421.0000,400.9000,420.0000,20857,8689513.6000,409.0000,527.0000,332.2000,2023-07-17T14:59:31.355318,420.0000,158,416.62,2899.99
55,2023-07-17,256,SFCL,Samriddhi Finance Company Limited,323.0000,338.9000,323.0000,334.0000,34471,11498854.7000,323.0000,375.0000,215.7000,2023-07-17T14:59:58.678046,334.0000,199,333.58,2735.16
56,2023-07-17,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,898.0000,898.0000,862.4000,885.0000,35663,31195608.4000,900.6000,1407.0000,686.1000,2023-07-17T14:59:59.692721,885.0000,276,874.73,11420.89
57,2023-07-17,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,255.0000,262.0000,251.2000,259.0000,44045,11383148.9000,255.0000,408.0000,240.5000,2023-07-17T14:59:53.370516,259.0000,246,258.44,4838.02
58,2023-07-17,385,ALICL,Asian Life Insurance Co. Limited,760.0000,765.9000,746.0000,765.9000,39816,30293096.4000,745.1000,812.0000,428.0000,2023-07-17T14:59:47.769266,765.9000,214,760.82,24166.45
59,2023-07-17,393,HLI,Himalayan Life Insurance Limited,517.1000,517.1000,502.0000,516.0000,212261,108464899.6000,507.0000,574.0000,340.0000,2023-07-17T14:59:57.644948,516.0000,1331,510.99,41385.18
60,2023-07-17,396,NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,693.9000,700.0000,675.0000,695.1000,6609,4572086.4000,688.0000,1100.0000,534.0000,2023-07-17T14:59:33.518234,695.1000,90,691.79,5088.13
61,2023-07-17,401,MLBL,Mahalaxmi Bikas Bank Ltd.,330.0000,346.0000,329.0000,345.0000,53465,18112034.0000,325.5000,446.0000,281.0000,2023-07-17T14:59:29.753334,345.0000,300,338.76,14391.05
62,2023-07-17,403,SJLIC,SuryaJyoti Life Insurance Company Limited,610.0000,625.0000,609.0000,622.0000,42837,26480422.1000,610.0000,646.0000,379.0000,2023-07-17T14:59:51.818834,622.0000,409,618.16,28273.46
63,2023-07-17,417,GBBL,Garima Bikas Bank Limited,407.0000,407.0000,391.0000,406.8000,68270,27341516.2000,405.0000,435.4000,330.0000,2023-07-17T14:59:59.969941,406.8000,558,400.49,21103.51
64,2023-07-17,428,KRBL,Karnali Development Bank Limited,286.0000,298.0000,280.5000,297.0000,20712,6051586.9000,282.0000,339.0000,206.0000,2023-07-17T14:59:54.389950,297.0000,96,292.17,1574.13
65,2023-07-17,450,CORBL,Corporate Development Bank Limited,357.0000,371.0000,343.0000,369.0000,24147,8621433.3000,350.0000,392.1000,243.2000,2023-07-17T14:59:59.226118,369.0000,147,357.03,1937.25
66,2023-07-17,459,KSBBL,Kamana Sewa Bikas Bank Limited,322.0000,345.0000,322.0000,345.0000,101357,34204071.9000,327.0000,424.0000,275.0000,2023-07-17T14:59:34.077381,345.0000,295,337.46,11320.02
67,2023-07-17,469,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,150.9000,154.9000,150.0000,154.9000,9821,1492407.6000,153.9000,242.5000,105.0000,2023-07-17T14:47:09.358269,154.9000,16,151.96,28358.38
68,2023-07-17,559,NLG,NLG Insurance Company Ltd.,840.0000,868.0000,840.0000,864.0000,18309,15742364.8000,840.0000,940.0000,438.0000,2023-07-17T14:59:40.431486,864.0000,115,859.81,12608.14
69,2023-07-17,561,SINDU,Sindhu Bikash Bank Ltd,284.0000,287.0000,273.5000,283.5000,11106,3127054.5000,279.0000,347.8000,227.7000,2023-07-17T14:59:57.068429,283.5000,72,281.56,1580.39
70,2023-07-17,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,645.6000,645.6000,610.0000,628.0000,9467,5880920.0000,633.0000,900.0000,427.0000,2023-07-17T14:59:56.515705,628.0000,149,621.20,6170.10
71,2023-07-17,587,RLFL,Reliance Finance Ltd.,379.0000,397.8000,378.0000,396.5000,51459,20121616.1000,385.9000,404.0000,268.0000,2023-07-17T14:59:50.527085,396.5000,245,391.02,4446.56
72,2023-07-17,591,SHPC,Sanima Mai Hydropower Ltd.,356.0000,370.0000,355.1000,366.9000,35510,12920706.1000,355.0000,403.0000,250.0000,2023-07-17T14:59:51.328370,366.9000,138,363.86,11334.46
73,2023-07-17,601,MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,1044.0000,1044.0000,982.0000,1025.0000,529,529851.6000,1044.0000,1415.0000,675.1000,2023-07-17T14:59:57.733201,1025.0000,23,1001.60,2009.03
74,2023-07-17,610,RIDI,Ridi Power Company Limited,247.7000,252.0000,243.0000,251.8000,23132,5777858.9000,243.0000,838.0000,234.4000,2023-07-17T14:59:51.331768,251.8000,212,249.77,3900.13
75,2023-07-17,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,893.0000,907.0000,875.2000,906.0000,538,481314.9000,893.0000,1506.0000,624.0000,2023-07-17T14:58:37.745303,906.0000,20,894.63,4001.46
76,2023-07-17,694,KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,695.0000,710.0000,695.0000,710.0000,270,190619.1000,709.0000,1045.7000,539.0000,2023-07-17T14:10:06.102103,710.0000,12,705.99,3581.00
77,2023-07-17,697,API,Api Power Company Ltd.,200.0000,202.9000,197.5000,200.4000,93444,18734867.4000,197.0000,315.0000,192.0000,2023-07-17T14:59:59.072962,200.4000,371,200.49,11596.34
78,2023-07-17,700,HEIP,Himalayan Everest Insurance Limited Promoter,460.0000,469.2000,460.0000,469.2000,1011,472355.0000,460.0000,469.2000,214.2000,2023-07-17T11:07:59.713475,469.2000,4,467.21,1255.13
79,2023-07-17,704,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,640.0000,660.0000,624.0000,660.0000,2638,1701846.9000,640.0000,910.0000,472.1000,2023-07-17T14:59:49.184625,660.0000,38,645.12,4761.57
80,2023-07-17,706,SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,733.0000,762.0000,733.0000,762.0000,4890,3683835.0000,733.0000,1001.0000,539.1000,2023-07-17T14:59:55.230523,762.0000,64,753.34,6940.16
81,2023-07-17,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,661.0000,689.0000,653.0000,686.0000,8159,5577406.4000,661.0000,990.0000,493.0000,2023-07-17T14:59:21.008205,686.0000,88,683.58,9055.20
82,2023-07-17,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,181.1000,190.0000,181.1000,188.1000,131978,24870767.3000,184.0000,245.0000,159.8000,2023-07-17T14:59:41.593793,188.1000,464,188.44,42841.28
83,2023-07-17,2743,NGPL,Ngadi Group Power Ltd.,238.5000,239.0000,233.0000,237.1000,36717,8686154.0000,233.9000,340.0000,185.2000,2023-07-17T14:59:50.473784,237.1000,232,236.57,4389.38
84,2023-07-17,2748,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,602.1000,645.0000,602.1000,642.8000,23398,14655264.3000,613.1000,693.0000,450.0000,2023-07-17T14:59:46.000443,642.8000,184,626.34,5589.59
85,2023-07-17,273,ICFC,ICFC Finance Limited,535.5000,540.0000,520.0000,538.0000,26265,14047192.1000,525.0000,585.0000,391.0000,2023-07-17T14:59:57.584278,538.0000,277,534.82,6367.07
86,2023-07-17,307,NTC,Nepal Doorsanchar Company Limited,916.9000,920.0000,900.1000,918.0000,36302,33141391.5000,906.9000,1007.7000,758.0000,2023-07-17T14:59:59.586571,918.0000,392,912.93,165240.00
87,2023-07-17,338,PROFL,Progressive Finance Limited,400.8000,425.3000,400.8000,419.0000,56562,23708262.3000,408.9000,465.0000,233.0000,2023-07-17T14:59:56.285983,419.0000,334,419.15,3587.09
88,2023-07-17,341,GBIME,Global IME Bank Limited,185.5000,192.0000,184.5000,190.5000,112081,21195041.1000,186.0000,251.4000,176.0000,2023-07-17T14:59:44.915051,190.5000,645,189.10,68143.87
89,2023-07-17,358,LBBL,Lumbini Bikas Bank Ltd.,414.9000,435.0000,406.0000,434.0000,104134,44403613.9000,413.0000,450.0000,305.0000,2023-07-17T14:59:58.185482,434.0000,527,426.40,14681.44
90,2023-07-17,371,MDB,Miteri Development Bank Limited,408.0000,420.0000,403.0000,420.0000,4705,1946088.3000,404.1000,447.0000,344.0000,2023-07-17T14:59:47.963054,420.0000,46,413.62,4263.01
91,2023-07-17,397,ADBL,Agricultural Development Bank Limited,234.0000,240.7000,232.1000,240.0000,39477,9400800.3000,233.9000,355.8000,224.0000,2023-07-17T14:59:49.749824,240.0000,284,238.13,32284.02
92,2023-07-17,418,JBBL,Jyoti Bikas Bank Limited,300.0000,312.0000,295.1000,312.0000,68872,21068642.4000,298.0000,359.0000,249.1000,2023-07-17T14:59:36.622869,312.0000,343,305.91,13714.85
93,2023-07-17,471,MPFL,Multipurpose Finance Company  Limited,382.0000,413.0000,378.1000,409.0000,59528,23753846.0000,381.1000,414.0000,237.2000,2023-07-17T14:59:55.648573,409.0000,316,399.03,1848.68
94,2023-07-17,472,SADBL,Shangrila Development Bank Ltd.,325.0000,346.9000,324.0000,340.0000,123501,41455446.3000,322.0000,367.2000,263.5000,2023-07-17T14:59:55.651348,340.0000,259,335.66,11109.81
95,2023-07-17,473,SHINE,Shine Resunga Development Bank Ltd.,389.0000,410.0000,382.0000,410.0000,193427,77513672.3000,384.0000,410.0000,270.3000,2023-07-17T14:59:56.983254,410.0000,926,400.73,17563.92
96,2023-07-17,474,MNBBL,Muktinath Bikas Bank Ltd.,406.0000,422.0000,405.6000,419.0000,58139,24146170.0000,407.0000,505.1000,377.2000,2023-07-17T14:59:44.972041,419.0000,354,415.31,26903.57
97,2023-07-17,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,744.0000,753.0000,732.0000,752.0000,30221,22511725.8000,736.3000,781.0000,497.2000,2023-07-17T14:59:57.581771,752.0000,180,744.90,8631.05
98,2023-07-17,516,MFIL,Manjushree Finance Ltd.,550.0000,572.0000,549.0000,571.0000,24932,14037708.5000,550.0000,587.0000,367.1000,2023-07-17T14:59:58.570709,571.0000,282,563.03,7717.37
99,2023-07-17,517,NBL,Nepal Bank Limited,250.0000,256.9000,248.6000,254.7000,67976,17247462.8000,249.0000,317.5000,240.0000,2023-07-17T14:59:37.850221,254.7000,400,253.72,37425.68
100,2023-07-17,545,SLBBL,Swarojgar Laghu Bitta Bikas Bank Ltd.,691.0000,720.0000,691.0000,720.0000,7365,5240331.9000,705.0000,1115.0000,523.0000,2023-07-17T14:58:43.117817,720.0000,66,711.51,4515.85
101,2023-07-17,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,736.0000,742.9000,726.0000,732.1000,1247,911208.5000,736.0000,1210.0000,551.0000,2023-07-17T14:57:11.979623,732.1000,36,730.72,2725.77
102,2023-07-17,682,MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,709.0000,734.4000,697.5000,728.0000,1422,1024894.5000,709.0000,1240.0000,550.0000,2023-07-17T14:59:57.685937,728.0000,37,720.74,4756.63
103,2023-07-17,686,BARUN,Barun Hydropower Co. Ltd.,253.9000,258.9000,247.0000,249.1000,14991,3767623.5000,249.0000,321.0000,190.3000,2023-07-17T14:59:50.453559,249.1000,108,251.32,1334.72
104,2023-07-17,693,CLBSL,Civil Laghubitta Bittiya Sanstha Ltd.,754.0000,790.0000,731.0000,790.0000,1427,1086157.7000,754.0000,1018.0000,524.9000,2023-07-17T14:59:35.128355,790.0000,42,761.14,2526.56
105,2023-07-17,695,JSLBB,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1020.0000,1048.9000,980.0000,1045.0000,870,886968.0000,1020.0000,2135.0000,833.1000,2023-07-17T14:59:31.442501,1045.0000,28,1019.50,1777.46
106,2023-07-17,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1039.8000,1059.0000,961.0000,1054.9000,10661,10822348.6000,1061.0000,1475.0000,665.1000,2023-07-17T14:59:42.932627,1054.9000,158,1015.13,6528.78
107,2023-07-17,2744,GRDBL,Green Development Bank Ltd.,311.9000,330.0000,304.0000,320.0000,8929,2803715.8000,306.0000,330.0000,220.8000,2023-07-17T14:59:52.389313,320.0000,86,314.00,1660.80
108,2023-07-17,2752,NMBHF1,NMB Hybrid Fund L-1,10.6100,10.7900,10.6000,10.7900,37508,398165.0000,10.7900,12.2500,8.7900,2023-07-17T14:55:04.913025,10.7900,15,10.61,10790.00
109,2023-07-17,2757,AKPL,Arun Kabeli Power Ltd.,234.0000,236.8000,227.1000,231.9000,101395,23462282.1000,234.5000,519.0000,220.0000,2023-07-17T14:59:55.045356,231.9000,454,231.39,9464.91
110,2023-07-17,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,700.0000,715.0000,666.0000,708.0000,1709,1192655.1000,702.7000,963.0000,552.0000,2023-07-17T14:52:25.103394,708.0000,35,697.86,2790.62
111,2023-07-17,2766,CHL,Chhyangdi Hydropower Ltd.,260.0000,271.0000,260.0000,271.0000,3996,1062259.5000,264.0000,370.0000,193.1000,2023-07-17T14:51:19.032658,271.0000,46,265.83,1048.71
112,2023-07-17,2767,HPPL,Himalayan Power Partner Ltd.,284.0000,300.0000,284.0000,289.0000,11553,3361066.7000,285.9000,418.0000,217.6000,2023-07-17T14:57:48.574310,289.0000,83,290.92,3079.06
113,2023-07-17,2751,KKHC,Khanikhola Hydropower Co. Ltd.,207.6000,211.0000,199.0000,207.9000,6065,1239316.3000,203.6000,288.0000,163.8000,2023-07-17T14:59:36.873050,207.9000,40,204.33,968.22
114,2023-07-17,2753,NEF,Nabil Equity Fund,9.5400,9.7300,9.5400,9.7300,7914,76008.5600,9.6100,10.0800,7.7500,2023-07-17T14:01:32.242964,9.7300,5,9.60,1216.25
115,2023-07-17,2754,DHPL,Dibyashwori Hydropower Ltd.,182.0000,190.0000,181.5000,190.0000,4297,802614.8000,185.0000,262.0000,160.1000,2023-07-17T14:59:58.213614,190.0000,40,186.78,501.60
116,2023-07-17,2755,NIBLPF,NIBL Pragati Fund,9.5200,9.5200,9.2100,9.3700,41306,384137.6800,9.7100,10.4800,7.7800,2023-07-17T14:56:46.205853,9.3700,16,9.29,702.75
117,2023-07-17,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1311.0000,1382.0000,1305.0000,1370.0000,4339,5884021.6000,1321.0000,2950.0000,1071.2000,2023-07-17T14:59:36.606032,1370.0000,117,1356.07,14461.23
118,2023-07-17,2759,SPDL,Synergy Power Development Ltd.,250.0000,258.5000,250.0000,258.4000,16805,4268097.3000,250.1000,386.0000,234.0000,2023-07-17T14:59:55.679724,258.4000,98,253.97,2084.19
119,2023-07-17,2760,UMHL,United Modi Hydropower Ltd.,212.1000,218.0000,212.0000,217.4000,20994,4526744.5000,213.0000,334.0000,205.0000,2023-07-17T14:59:57.895479,217.4000,115,215.62,2675.11
120,2023-07-17,2765,LEMF,Laxmi Equity Fund,9.6300,9.6300,9.4900,9.6200,40235,383317.0000,9.5900,10.3000,7.2400,2023-07-17T14:56:34.105609,9.6200,8,9.52,1202.50
121,2023-07-17,2769,NHDL,Nepal Hydro Developers Ltd.,380.0000,384.4000,376.2000,384.4000,3190,1211624.4000,377.0000,432.0000,294.0000,2023-07-17T14:58:24.297441,384.4000,40,379.81,1291.30
