S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
122,2023-07-17,2770,SEF,Siddhartha Equity Fund,9.2500,9.3000,9.2500,9.3000,5500,50880.0000,9.4300,10.0800,7.6700,2023-07-17T14:26:50.059427,9.3000,4,9.25,1395.00
123,2023-07-17,2773,SAEF,Sanima Equity Fund,11.5800,11.6000,11.3700,11.4900,16325,187451.2500,11.8000,13.2000,9.4600,2023-07-17T14:59:53.562296,11.4900,9,11.48,1493.70
124,2023-07-17,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,838.0000,852.0000,837.0000,852.0000,313,265801.0000,836.5000,1159.9000,659.0000,2023-07-17T14:18:17.806858,852.0000,4,849.20,1951.26
125,2023-07-17,2779,NICGF,NIC Asia Growth Fund,10.2700,10.2700,10.2000,10.2700,7800,79684.5200,10.2900,11.6900,8.5900,2023-07-17T14:57:53.506510,10.2700,7,10.21,857.75
126,2023-07-17,2780,CMF1,Citizens Mutual Fund -1,9.2000,9.2000,8.7300,9.0000,2200,19633.0000,9.3800,9.4000,6.7500,2023-07-17T14:49:38.518986,9.0000,7,8.92,738.00
127,2023-07-17,2781,WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,800.0000,835.0000,800.0000,830.0000,271,222706.0000,805.0000,1157.8000,694.0000,2023-07-17T14:49:27.446405,830.0000,9,821.79,657.45
128,2023-07-17,2784,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,600.1000,627.0000,600.1000,627.0000,3120,1943341.3000,608.2000,883.1000,481.1000,2023-07-17T14:59:53.398147,627.0000,71,622.86,3045.72
129,2023-07-17,2786,PMHPL,Panchakanya Mai Hydropower Ltd,204.0000,208.0000,200.2000,204.0000,5737,1161519.3000,204.0000,288.2000,168.0000,2023-07-17T14:59:44.572193,204.0000,43,202.46,2244.00
130,2023-07-17,2787,KPCL,Kalika power Company Ltd,359.9000,369.2000,359.9000,367.9000,3572,1306441.7000,355.0000,439.3000,289.0000,2023-07-17T14:59:08.181503,367.9000,33,365.74,2919.29
131,2023-07-17,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,647.0000,676.0000,647.0000,673.9000,2473,1642561.9000,647.0000,977.1000,530.0000,2023-07-17T14:59:58.481055,673.9000,66,664.19,2474.18
132,2023-07-17,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,950.0000,950.0000,927.0000,950.0000,258,241485.0000,949.0000,1650.0000,728.0000,2023-07-17T14:59:20.849803,950.0000,16,935.98,1379.40
133,2023-07-17,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,790.0000,800.0000,786.0000,799.0000,1720,1370198.0000,785.0000,1392.0000,649.0000,2023-07-17T14:59:17.353078,799.0000,45,796.62,3049.11
134,2023-07-17,2809,SHIVM,SHIVAM CEMENTS LTD,652.0000,665.9000,644.0000,662.0000,226815,148619455.1000,651.5000,864.0000,389.8000,2023-07-17T14:59:59.502367,662.0000,1365,655.24,29128.00
135,2023-07-17,2810,UPCL,UNIVERSAL POWER COMPANY LTD,216.0000,227.0000,215.0000,225.0000,52527,11718765.1000,219.0000,295.0000,197.0000,2023-07-17T14:59:59.718890,225.0000,220,223.09,4725.79
136,2023-07-17,2824,HURJA,Himalaya Urja Bikas Company Limited,269.0000,283.9000,263.0000,274.0000,27770,7443943.2000,274.0000,443.4000,190.5000,2023-07-17T14:59:52.387186,274.0000,178,268.05,2712.60
137,2023-07-17,2829,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1150.0000,1173.0000,1127.0000,1173.0000,464,536098.0000,1150.0000,1862.0000,788.5000,2023-07-17T14:59:58.702921,1173.0000,16,1155.38,1714.21
138,2023-07-17,2835,NBF2,NABIL BALANCED FUND-2,8.8000,9.0900,8.8000,8.8800,27830,249502.2100,8.8000,10.9200,7.4500,2023-07-17T14:47:27.611222,8.8800,12,8.96,994.56
139,2023-07-17,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,295.0000,308.0000,295.0000,303.0000,9777,2983311.0000,300.0000,371.0000,210.0000,2023-07-17T14:59:55.762348,303.0000,131,305.13,18658.41
140,2023-07-17,2842,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,296.0000,320.0000,293.0000,301.0000,12284,3714839.4000,296.9000,359.0000,210.0000,2023-07-17T14:59:48.630040,301.0000,107,302.41,9887.85
141,2023-07-17,2768,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,861.0000,897.0000,861.0000,880.0000,578,509809.5000,869.9000,1319.0000,658.6000,2023-07-17T14:58:17.063555,880.0000,24,882.02,2836.93
142,2023-07-17,2771,SMB,Support Microfinance Bittiya Sanstha Ltd.,956.0000,972.9000,956.0000,960.1000,245,237121.0000,955.8000,1546.0000,812.0000,2023-07-17T14:12:10.855448,960.1000,9,967.84,914.38
143,2023-07-17,2776,RADHI,Radhi Bidyut Company Ltd,234.0000,238.6000,230.0000,237.0000,18806,4440909.9000,234.0000,680.3000,195.3000,2023-07-17T14:59:57.655882,237.0000,129,236.14,3972.07
144,2023-07-17,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,190.2000,198.0000,190.2000,195.9000,12609,2472683.1000,192.5000,262.0000,159.8000,2023-07-17T14:59:41.595569,195.9000,91,196.10,1567.20
145,2023-07-17,2789,JOSHI,Joshi Hydropower Development Company Ltd,264.0000,270.3000,264.0000,268.0000,11151,2974579.2000,269.0000,318.0000,168.0000,2023-07-17T14:59:53.018817,268.0000,103,266.75,995.35
146,2023-07-17,2792,UPPER,Upper Tamakoshi Hydropower Ltd,425.0000,429.9000,421.1000,427.0000,26648,11363131.6000,426.8000,590.0000,354.0000,2023-07-17T14:59:41.382524,427.0000,290,426.41,45219.30
147,2023-07-17,2806,GHL,Ghalemdi Hydro Limited,218.0000,223.0000,217.6000,222.0000,15134,3350277.1000,222.0000,309.0000,164.2000,2023-07-17T14:59:39.473217,222.0000,101,221.37,1221.00
148,2023-07-17,2811,MHNL,Mountain Hydro Nepal Limited,235.1000,239.6000,234.0000,239.0000,10154,2409479.8000,238.0000,356.9000,212.0000,2023-07-17T14:59:59.952119,239.0000,76,237.29,2987.50
149,2023-07-17,2813,PPCL,Panchthar Power Compant Limited,268.0000,279.0000,266.0000,276.0000,14626,4033474.5000,269.0000,389.3000,252.0000,2023-07-17T14:59:48.204452,276.0000,82,275.77,2656.50
150,2023-07-17,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,820.0000,827.0000,799.0000,820.0000,368,300526.0000,810.9000,1165.0000,650.0000,2023-07-17T14:59:30.608751,820.0000,11,816.64,1242.75
151,2023-07-17,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,752.7000,752.7000,738.0000,750.0000,474,353419.0000,738.0000,1191.0000,661.5000,2023-07-17T14:57:55.141558,750.0000,8,745.60,760.50
152,2023-07-17,2831,UNHPL,Union Hydropower Limited,199.9000,203.9000,197.0000,203.5000,21660,4330540.8000,196.0000,280.0000,166.6000,2023-07-17T14:59:23.033642,203.5000,102,199.93,1526.25
153,2023-07-17,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,701.0000,728.0000,701.0000,728.0000,2069,1477489.2000,715.0000,1113.8000,545.1000,2023-07-17T14:58:35.983248,728.0000,41,714.10,3621.19
154,2023-07-17,2859,SIGS2,Siddhartha Investment Growth Scheme - 2,8.8500,9.0100,8.7500,9.0100,41200,368861.0000,9.0300,10.1600,7.5600,2023-07-17T14:58:52.229528,9.0100,17,8.95,1081.20
155,2023-07-17,2863,NICBF,NIC Asia Balanced Fund,9.1700,9.3000,9.1700,9.3000,24600,228580.0000,9.3300,11.0500,8.0000,2023-07-17T13:59:37.180529,9.3000,8,9.29,702.15
156,2023-07-17,2877,SFMF,Sunrise First Mutual Fund,10.9100,11.1200,10.9100,11.0000,12700,140074.0000,11.0800,12.0500,8.5300,2023-07-17T14:55:14.776977,11.0000,10,11.02,946.00
157,2023-07-17,2880,HDHPC,Himal Dolakha Hydropower Company Limited,152.0000,156.0000,149.0000,155.0000,39357,6060928.9000,152.0000,280.3000,142.1000,2023-07-17T14:59:48.527742,155.0000,197,153.99,4340.00
158,2023-07-17,2885,KBLD86,10.25% KBL Debenture 2086,1084.4000,1084.4000,1062.8000,1062.8000,20,21472.0000,1106.5000,1106.5000,837.1000,2023-07-17T14:56:21.313916,1062.8000,2,1073.60,
159,2023-07-17,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,714.8000,754.0000,714.8000,754.0000,5329,3945317.4000,729.0000,975.0000,516.0000,2023-07-17T14:57:58.581738,754.0000,143,740.34,13115.38
160,2023-07-17,2902,LUK,Laxmi Unnati Kosh,9.2400,9.5200,9.2400,9.4600,40183,374467.5200,9.3900,10.2500,7.5200,2023-07-17T13:47:50.535903,9.4600,10,9.31,617.38
161,2023-07-17,2907,SSHL,Shiva Shree Hydropower Ltd,184.0000,187.6000,179.0000,186.0000,56574,10404563.7000,182.6000,290.0000,155.1000,2023-07-17T14:59:58.460086,186.0000,201,183.91,2746.10
162,2023-07-17,2914,UMRH,United IDI Mardi RB Hydropower Limited.,430.7000,460.0000,430.7000,452.5000,2631,1177750.1000,434.1000,849.9000,390.0000,2023-07-17T14:59:58.456228,452.5000,39,447.64,1900.50
163,2023-07-17,2924,GLH,GreenLife Hydropower Limited,255.0000,263.0000,255.0000,263.0000,7501,1947355.0000,255.5000,377.0000,219.0000,2023-07-17T14:59:43.453080,263.0000,103,259.61,4734.00
164,2023-07-17,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2058.1000,2100.0000,2055.0000,2096.0000,868,1809821.6000,2100.0000,4329.6000,1700.0000,2023-07-17T14:59:49.438565,2096.0000,50,2085.04,4560.11
165,2023-07-17,2931,NIBD84,8.5% Nepal Investment Bank Debenture 2084,847.7000,847.7000,830.8000,847.4000,40,33650.0000,865.0000,869.0000,753.4000,2023-07-17T14:57:55.202711,847.4000,3,841.25,
166,2023-07-17,2937,SBCF,Sunrise Bluechip Fund,8.0000,8.1400,7.8600,7.8600,2400,19194.0000,7.8500,9.6800,6.8500,2023-07-17T14:23:05.073733,7.8600,6,7.99,982.50
167,2023-07-17,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1605.0000,1635.0000,1597.0000,1635.0000,3426,5552716.8000,1600.1000,2990.6000,1353.0000,2023-07-17T14:59:49.073038,1635.0000,160,1620.75,19326.26
168,2023-07-17,4955,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,771.8000,771.8000,739.0000,769.6000,867,650203.3000,756.9000,1199.0000,598.1000,2023-07-17T14:59:44.075819,769.6000,28,749.94,1142.69
169,2023-07-17,2843,SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,730.0000,749.0000,729.5000,749.0000,572,425034.4000,730.0000,1200.0000,566.0000,2023-07-17T14:59:21.120267,749.0000,17,743.06,2386.31
170,2023-07-17,2860,SAPDBL,Saptakoshi Development Bank Ltd,253.1000,265.0000,253.1000,265.0000,12688,3328285.7000,258.0000,305.0000,202.0000,2023-07-17T14:58:59.208283,265.0000,78,262.31,2211.00
171,2023-07-17,2867,NMB50,NMB 50,10.5100,10.6000,10.5100,10.6000,2800,29497.0000,10.5000,13.1000,8.2800,2023-07-17T14:50:34.331418,10.6000,5,10.53,1325.00
172,2023-07-17,2881,NRIC,Nepal Reinsurance Company Limited,740.0000,756.0000,740.0000,751.0000,19000,14272550.5000,740.0000,927.0000,565.0000,2023-07-17T14:59:59.987204,751.0000,249,751.18,96229.71
173,2023-07-17,2896,SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,732.0000,745.0000,730.0000,744.0000,469,344990.2000,741.0000,1190.0000,596.0000,2023-07-17T14:59:57.985195,744.0000,22,735.58,2844.00
174,2023-07-17,2898,NRN,NRN Infrastructure and Development Limited,510.0000,525.0000,501.0000,521.0000,22151,11416405.2000,513.0000,580.0000,385.0000,2023-07-17T14:59:59.697122,521.0000,182,515.39,6372.93
175,2023-07-17,2903,LEC,Liberty Energy Company Limited,240.6000,248.9000,240.6000,247.9000,6130,1508679.0000,244.5000,318.0000,203.8000,2023-07-17T14:57:07.920967,247.9000,76,246.11,3718.50
176,2023-07-17,2908,SGIC,Sanima GIC Insurance Limited,650.0000,664.0000,641.0000,664.0000,12171,8003786.4000,649.9000,710.9000,365.0000,2023-07-17T14:59:54.495811,664.0000,251,657.61,13280.00
177,2023-07-17,2912,SBLD84,8.5% SBL Debenture 2084,862.4000,862.4000,862.4000,862.4000,15,12936.0000,880.0000,880.0000,774.2000,2023-07-17T14:59:37.257059,862.4000,1,862.40,
178,2023-07-17,2913,MEN,Mountain Energy Nepal Limited,975.1000,1029.0000,957.1000,1012.0000,4546,4548937.5000,995.0000,1040.0000,692.0000,2023-07-17T14:58:57.983467,1012.0000,108,1000.64,19916.43
179,2023-07-17,2917,CGH,Chandragiri Hills Limited,1256.0000,1327.0000,1254.4000,1326.0000,9009,11812427.4000,1280.0000,1487.0000,940.0000,2023-07-17T14:59:25.927911,1326.0000,146,1311.18,20342.05
180,2023-07-17,2919,NIFRA,Nepal Infrastructure Bank Limited,225.0000,230.0000,223.5000,228.1000,201462,45696295.3000,224.0000,269.2000,176.9000,2023-07-17T14:59:54.190293,228.1000,960,226.82,49269.60
181,2023-07-17,2923,SLCF,Sanima Large Cap Fund,8.7500,8.7500,8.3600,8.3600,1100,9364.0000,8.9200,9.5000,6.9000,2023-07-17T14:59:14.723751,8.3600,7,8.51,1003.20
182,2023-07-17,2933,KEF,Kumari Equity Fund,10.3500,10.3500,10.3500,10.3500,400,4140.0000,10.1700,10.3500,7.6200,2023-07-17T11:01:20.871089,10.3500,1,10.35,1035.00
183,2023-07-17,2934,SHEL,Singati Hydro Energy Limited,275.0000,284.0000,275.0000,283.0000,3388,946861.5000,280.0000,403.9000,210.0000,2023-07-17T14:59:56.389636,283.0000,78,279.47,4103.50
184,2023-07-17,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,793.5000,795.0000,778.0000,784.0000,636,501494.0000,778.1000,1133.8000,665.1000,2023-07-17T14:44:22.696665,784.0000,19,788.51,3867.66
185,2023-07-17,3946,CHDC,CEDB Hydropower Development Company Limited,904.0000,928.0000,894.1000,928.0000,8725,7951429.7000,904.0000,954.0000,590.0000,2023-07-17T14:59:57.891449,928.0000,220,911.33,7789.72
186,2023-07-17,4947,PSF,Prabhu Select Fund,9.0200,9.1000,8.9200,9.0000,63880,573921.1000,8.8500,9.8300,7.3100,2023-07-17T14:59:26.161843,9.0000,35,8.98,1125.00
187,2023-07-17,4949,NIBSF2,NIBL Samriddhi Fund -2,8.9300,8.9300,8.7600,8.9200,1214,10816.8800,9.1100,9.4900,6.7400,2023-07-17T14:08:37.786008,8.9200,3,8.91,1338.00
188,2023-07-17,4965,SAMAJ,Samaj Laghubittya Bittiya Sanstha Limited,72.1000,72.1000,72.1000,72.1000,21,1525.1000,0.0000,72.1000,72.1000,2023-07-17T11:19:53.914627,72.1000,5,72.62,14.42
189,2023-07-17,4967,NICSF,NIC Asia Select Fund 30,8.8200,9.0000,8.8200,8.8700,8230,72921.0000,8.9900,9.0000,7.4000,2023-07-17T14:58:43.298212,8.8700,18,8.86,1108.75
190,2023-07-17,4968,RMF1,RBB Mutual Fund 1,8.0800,8.1000,7.9200,8.1000,264500,2136642.4400,8.0800,8.8700,7.0400,2023-07-17T14:55:18.101047,8.1000,13,8.07,1012.50
191,2023-07-17,5982,SRLI,Sanima Reliance Life Insurance Limited,550.0000,575.0000,548.0000,570.2000,35502,20135864.8000,556.0000,619.9000,311.5000,2023-07-17T14:59:59.605073,570.2000,595,567.17,23857.17
192,2023-07-17,8023,MMF1,Mega Mutual Fund -1,7.8400,7.9700,7.2300,7.6200,64476,477174.0000,7.9900,8.6500,6.6500,2023-07-17T14:55:51.286558,7.6200,43,7.40,952.50
193,2023-07-17,8025,SPC,Samling Power Company Limited,396.2000,417.0000,395.5000,408.0000,940,385481.0000,403.5000,664.0000,362.0000,2023-07-17T14:59:59.288577,408.0000,51,410.08,2040.00
194,2023-07-17,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,335.0000,341.5000,326.9000,339.0000,2941,980912.4000,335.0000,484.7000,312.0000,2023-07-17T14:59:28.407278,339.0000,46,333.53,1356.00
195,2023-07-17,8045,GVL,Green Ventures Limited,390.0000,412.0000,384.1000,412.0000,16228,6520891.8000,385.0000,511.0000,272.0000,2023-07-17T14:59:52.856668,412.0000,262,401.82,12875.00
196,2023-07-17,8055,BHL,Balephi Hydropower Limited,260.0000,265.0000,250.3000,264.9000,1820,471548.0000,260.0000,397.0000,225.4000,2023-07-17T14:59:57.533588,264.9000,101,259.09,4842.29
197,2023-07-17,4961,BOKD86,8.5% BOK Debenture 2086,842.3000,842.3000,809.0000,809.0000,50,40959.0000,859.4000,859.4000,738.5000,2023-07-17T13:51:04.080165,809.0000,5,819.18,1294.40
198,2023-07-17,4963,NMBD87/88,NMB Debenture 8.50% - 2087/88,789.8000,789.8000,789.8000,789.8000,15,11847.0000,805.9000,1000.0000,747.1000,2023-07-17T14:54:07.168061,789.8000,1,789.80,
199,2023-07-17,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,384.2000,397.0000,376.6000,382.1000,1318,507375.2000,392.0000,582.4000,354.0000,2023-07-17T14:58:35.170703,382.1000,25,384.95,1406.67
200,2023-07-17,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,778.0000,803.7000,778.0000,791.1000,625,497798.5000,788.0000,1350.3000,630.0000,2023-07-17T14:57:45.579108,791.1000,24,796.47,865.27
201,2023-07-17,8021,SAHAS,Sahas Urja Limited,476.0000,491.0000,476.0000,491.0000,7467,3643148.0000,483.9000,616.0000,402.0000,2023-07-17T14:59:43.317385,491.0000,247,487.89,17185.00
202,2023-07-17,8022,TPC,Terhathum Power Company Limited,370.0000,377.0000,358.0000,370.0000,2338,853619.0000,363.0000,553.0000,303.9000,2023-07-17T14:59:55.531663,370.0000,44,365.10,1480.00
203,2023-07-17,8024,NBF3,Nabil Balanced Fund-3,7.5500,7.7200,7.4200,7.6900,54020,410022.9000,7.5700,9.1000,7.0000,2023-07-17T14:55:04.468240,7.6900,48,7.59,961.25
204,2023-07-17,8026,NYADI,Nyadi Hydropower Limited,260.0000,268.7000,260.0000,268.7000,2159,570204.0000,261.1000,400.0000,250.1000,2023-07-17T14:59:45.332920,268.7000,108,264.10,4030.50
205,2023-07-17,8027,NBLD85,Nabil Debenture 2085,826.2000,843.0000,826.2000,843.0000,360,301970.5000,843.0000,860.0000,730.0000,2023-07-17T14:58:23.499464,843.0000,7,838.80,
206,2023-07-17,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,294.0000,309.3000,293.1000,307.0000,16936,5153521.8000,295.1000,363.0000,197.0000,2023-07-17T14:59:51.127726,307.0000,484,304.29,18420.00
207,2023-07-17,8034,ENL,Emerging Nepal Limited,683.1000,715.0000,682.1000,715.0000,1171,828066.0000,696.0000,869.0000,535.0000,2023-07-17T14:59:40.899284,715.0000,61,707.14,3972.54
208,2023-07-17,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,1585.0000,1625.0000,1585.0000,1625.0000,1423,2295916.0000,1615.1000,3770.0000,1425.0000,2023-07-17T14:59:59.013628,1625.0000,40,1613.43,2970.50
209,2023-07-17,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2079.9000,2089.0000,2051.0000,2089.0000,3284,6791800.3000,2044.0000,3759.0000,1892.1000,2023-07-17T14:59:28.558456,2089.0000,95,2068.14,5326.95
210,2023-07-17,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,1385.0000,1407.9000,1370.0000,1400.0000,389,545223.8000,1382.2000,3951.4000,1225.0000,2023-07-17T14:43:35.933106,1400.0000,23,1401.60,1486.07
211,2023-07-17,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1381.8000,1520.0000,1366.1000,1510.0000,10089,14444482.4000,1410.0000,2734.8000,1168.0000,2023-07-17T14:59:55.702464,1510.0000,288,1431.70,4023.01
212,2023-07-17,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,240.1000,249.9000,237.1000,249.9000,4047,994483.0000,245.0000,408.0000,217.0000,2023-07-17T14:59:59.463066,249.9000,114,245.73,2634.60
213,2023-07-17,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,389.9000,389.9000,371.0000,383.0000,5213,1995354.0000,390.0000,520.0000,310.0000,2023-07-17T14:59:49.151169,383.0000,78,382.76,4021.50
214,2023-07-17,8076,HHL,Himalayan Hydropower Limited,253.9000,257.0000,249.1000,255.0000,6900,1756027.0000,249.0000,362.1000,202.0000,2023-07-17T14:59:17.331937,255.0000,163,254.49,2792.25
215,2023-07-17,8104,USHEC,Upper Solu Hydro Electric Company Limited,252.0000,263.0000,251.0000,263.0000,2375,614368.0000,256.8000,431.9000,237.0000,2023-07-17T14:59:36.410590,263.0000,142,258.68,3550.50
216,2023-07-17,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,101.8000,105.5000,101.8000,104.2000,53385,5538291.8000,102.8000,126.4000,95.0000,2023-07-17T14:59:59.535929,104.2000,110,103.74,10.42
217,2023-07-17,8121,SPHL,Sayapatri Hydropower Limited,357.7000,379.0000,351.1000,375.0000,1820,665185.0000,365.0000,520.2000,194.8000,2023-07-17T14:59:57.626427,375.0000,71,365.48,337.50
218,2023-07-17,8125,NSIF2,NMB Sulav Investment Fund - 2,9.9900,9.9900,9.8000,9.9900,255500,2551475.0000,9.9900,10.0000,7.3100,2023-07-17T14:56:10.597531,9.9900,18,9.98,1219.78
219,2023-07-17,8126,SIKLES,Sikles Hydropower Limited,380.0000,402.0000,380.0000,402.0000,2630,1029579.0000,387.0000,510.0000,315.5000,2023-07-17T14:46:30.456257,402.0000,94,391.47,3417.00
220,2023-07-17,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1166.0000,1305.7000,1163.3000,1279.6000,2562,3060873.0000,1187.0000,2485.2000,906.0000,2023-07-17T14:59:52.541982,1279.6000,100,1194.72,1399.56
221,2023-07-17,8133,PHCL,Peoples Hydropower Company Limited,328.3000,329.9000,321.8000,325.0000,17220,5617222.0000,335.0000,416.1000,196.9000,2023-07-17T14:59:37.399783,325.0000,396,326.20,10400.00
222,2023-07-17,9135,BHPL,Barahi Hydropower Public Limited,462.0000,463.5000,445.9000,460.0000,2268,1033127.0000,454.5000,677.2000,194.3000,2023-07-17T14:59:58.592634,460.0000,61,455.52,1150.00
223,2023-07-17,9139,SAGF,Sanima Growth Fund,9.8000,9.8000,9.2400,9.2400,1755,16327.2000,9.9900,10.0000,7.2000,2023-07-17T14:49:21.454074,9.2400,8,9.30,621.42
224,2023-07-17,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,1292.0000,1340.0000,1292.0000,1330.0000,1325,1754525.2000,1318.0000,2135.1000,989.4000,2023-07-17T14:55:20.901909,1330.0000,124,1324.16,1976.05
225,2023-07-17,8066,RFPL,River Falls Power Limited,245.0000,261.0000,242.4000,259.0000,9805,2501299.0000,250.0000,325.0000,204.5000,2023-07-17T14:59:59.068833,259.0000,245,255.10,1813.00
226,2023-07-17,8074,KDBY,Kumari Dhanabriddhi Yojana,9.8400,9.8400,9.0300,9.2000,14000,128358.5000,10.0400,10.4300,7.4600,2023-07-17T14:57:25.734862,9.2000,70,9.16,36.80
227,2023-07-17,8097,PBD88,10% Prime Debenture 2088,931.0000,931.0000,895.0000,912.0000,455,410047.5000,950.0000,1000.0000,790.1000,2023-07-17T13:45:29.360206,912.0000,8,901.20,
228,2023-07-17,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,303.0000,309.0000,296.0000,308.0000,4800,1460342.0000,297.7000,481.0000,130.2000,2023-07-17T14:58:47.608896,308.0000,104,304.23,1540.00
229,2023-07-17,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,262.0000,280.0000,258.0000,267.0000,6305,1697235.0000,262.7000,411.6000,202.1000,2023-07-17T14:59:45.172487,267.0000,168,269.18,4253.31
230,2023-07-17,8102,MHL,Mandakini Hydropower Limited,299.0000,312.3000,298.1000,311.0000,3350,1027797.0000,303.0000,436.0000,237.3000,2023-07-17T14:59:56.262361,311.0000,87,306.80,1828.79
231,2023-07-17,8106,GIBF1,Global IME Balanced Fund-1,9.1600,9.1600,8.9000,9.0700,2050,18457.0000,9.3400,10.0000,7.5000,2023-07-17T14:49:38.141099,9.0700,15,9.00,930.37
232,2023-07-17,8108,RHGCL,Rapti Hydro And General Construction Limited,242.1000,250.0000,233.0000,249.0000,11362,2755216.7000,247.0000,406.0000,191.6000,2023-07-17T14:59:59.908762,249.0000,208,242.49,1525.86
233,2023-07-17,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,712.9000,768.0000,687.0000,768.0000,22269,15977231.7000,699.0000,963.0000,316.0000,2023-07-17T14:59:57.539280,768.0000,316,717.46,1920.00
234,2023-07-17,8122,PPL,People's Power Limited,245.0000,256.9000,240.2000,256.9000,5150,1279669.0000,249.0000,336.0000,190.0000,2023-07-17T14:59:57.437723,256.9000,273,248.47,1625.15
235,2023-07-17,8131,EHPL,Eastern Hydropower Limited,304.8000,330.0000,304.8000,316.7000,4692,1511434.9000,311.0000,508.0000,216.0000,2023-07-17T14:59:56.994191,316.7000,88,322.13,1963.54
236,2023-07-17,9147,SPL,Shuvam Power Limited,793.8000,810.0000,778.0000,810.0000,4029,3219991.0000,810.0000,814.8000,265.0000,2023-07-17T14:59:59.078998,810.0000,152,799.20,1620.00
237,2023-07-17,9150,AHL,Asian Hydropower Limited,330.0000,349.7000,326.3000,340.0000,2580,871951.0000,330.0000,480.9000,298.8000,2023-07-17T14:59:43.444699,340.0000,135,337.96,1156.00
238,2023-07-17,9151,KDL,Kalinchowk Darshan Limited,915.4000,975.0000,915.4000,962.1000,9569,9190921.0000,934.0000,1102.0000,134.4000,2023-07-17T14:59:57.526417,962.1000,284,960.48,5772.60
239,2023-07-17,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,281.0000,293.0000,281.0000,289.0000,14446,4154878.7000,285.0000,342.0000,255.0000,2023-07-17T14:59:58.435850,289.0000,635,287.61,9630.92
240,2023-07-17,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,254.0000,257.1000,247.0000,254.0000,13214,3343087.0000,250.0000,367.4000,233.2000,2023-07-17T14:59:57.543007,254.0000,656,252.99,2844.80
241,2023-07-17,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,2350.0000,2405.0000,2350.0000,2390.1000,1533,3667047.0000,2363.9000,2651.0000,403.8000,2023-07-17T14:58:29.213782,2390.1000,92,2392.07,1489.94
242,2023-07-17,9170,DOLTI,Dolti Power Company Limited,232.5000,233.0000,221.8000,231.0000,8295,1892788.5000,228.0000,311.0000,221.8000,2023-07-17T14:59:50.085886,231.0000,316,228.18,1239.28
243,2023-07-17,9171,BEDC,Bhugol Energy Development Company Limited,228.0000,238.7000,224.6000,235.0000,5512,1274761.0000,232.2000,326.3000,202.8000,2023-07-17T14:59:56.564334,235.0000,386,231.27,1278.53
