S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
115,2023-07-13,706,SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,743.0000,752.0000,726.4000,726.4000,3891,2879698.0000,729.0000,1001.0000,539.1000,2023-07-13T14:59:42.599369,726.4000,69,740.09,6615.92
116,2023-07-13,2743,NGPL,Ngadi Group Power Ltd.,243.7000,249.7000,238.0000,239.0000,117142,28526850.2000,239.0000,340.0000,185.2000,2023-07-13T14:59:40.462386,239.0000,567,243.52,4424.56
117,2023-07-13,2751,KKHC,Khanikhola Hydropower Co. Ltd.,212.7000,215.0000,199.9000,202.0000,4505,942897.4000,208.6000,288.0000,163.8000,2023-07-13T14:59:37.238256,202.0000,58,209.30,940.74
118,2023-07-13,2754,DHPL,Dibyashwori Hydropower Ltd.,197.8000,201.7000,190.2000,190.2000,9841,1919037.1000,194.0000,262.0000,160.1000,2023-07-13T14:59:43.336045,190.2000,72,195.00,502.13
119,2023-07-13,2755,NIBLPF,NIBL Pragati Fund,9.3800,10.1300,9.1000,9.7400,46597,442697.5000,9.2600,10.5000,7.7800,2023-07-13T14:59:53.081512,9.7400,25,9.50,730.50
120,2023-07-13,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1320.0000,1365.0000,1300.4000,1340.0000,9581,12889602.9000,1320.0000,2950.0000,1071.2000,2023-07-13T14:59:55.006364,1340.0000,177,1345.32,14144.56
121,2023-07-13,2760,UMHL,United Modi Hydropower Ltd.,225.0000,225.9000,213.7000,215.0000,34090,7436153.5000,223.0000,334.0000,205.0000,2023-07-13T14:59:58.971573,215.0000,212,218.13,2645.57
122,2023-07-13,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,680.0000,693.3000,676.0000,678.0000,1774,1208294.0000,667.0000,963.0000,552.0000,2023-07-13T14:58:48.849943,678.0000,30,681.11,2672.38
123,2023-07-13,2765,LEMF,Laxmi Equity Fund,10.0000,10.0000,9.1300,9.4400,92301,859108.4400,9.9100,10.3000,7.2400,2023-07-13T14:45:14.216634,9.4400,27,9.30,1180.00
124,2023-07-13,2766,CHL,Chhyangdi Hydropower Ltd.,280.0000,282.0000,265.0000,269.0000,6644,1814467.9000,276.5000,370.0000,193.1000,2023-07-13T14:59:37.143891,269.0000,66,273.09,1040.97
125,2023-07-13,2767,HPPL,Himalayan Power Partner Ltd.,309.0000,309.0000,291.0000,291.0000,41421,12191819.7000,309.0000,418.0000,217.6000,2023-07-13T14:59:58.064501,291.0000,177,294.33,3100.36
126,2023-07-13,2768,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,884.3000,884.3000,861.0000,867.0000,904,784419.6000,867.0000,1319.0000,658.6000,2023-07-13T14:54:30.909875,867.0000,15,867.72,2795.02
127,2023-07-13,2770,SEF,Siddhartha Equity Fund,8.8900,8.9200,8.5800,8.7500,24601,214411.0400,8.7600,10.0800,7.6700,2023-07-13T14:50:12.639046,8.7500,16,8.71,1312.50
128,2023-07-13,2774,USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,820.0000,853.1000,820.0000,820.1000,314,258980.0000,830.0000,1159.9000,659.0000,2023-07-13T14:50:43.843192,820.1000,13,824.77,1878.20
129,2023-07-13,2776,RADHI,Radhi Bidyut Company Ltd,249.9000,249.9000,232.0000,236.0000,85622,20484480.5000,245.0000,680.3000,195.3000,2023-07-13T14:59:52.454589,236.0000,385,239.24,3955.31
130,2023-07-13,2779,NICGF,NIC Asia Growth Fund,9.8700,10.1200,9.8700,9.9400,30900,308080.6000,9.9300,11.6900,8.5900,2023-07-13T13:23:07.127252,9.9400,10,9.97,830.19
131,2023-07-13,2787,KPCL,Kalika power Company Ltd,367.2000,373.0000,355.1000,355.1000,2348,843697.1000,360.0000,439.3000,289.0000,2023-07-13T14:59:50.440557,355.1000,39,359.32,2817.72
132,2023-07-13,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,667.3000,680.0000,650.0000,650.0000,3376,2242107.9000,654.5000,977.1000,530.0000,2023-07-13T14:59:07.331422,650.0000,71,664.13,2386.43
133,2023-07-13,2806,GHL,Ghalemdi Hydro Limited,229.0000,234.8000,220.8000,220.8000,18759,4228584.6000,225.8000,309.0000,164.2000,2023-07-13T14:59:34.074206,220.8000,135,225.41,1214.40
134,2023-07-13,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,789.0000,802.0000,772.2000,773.0000,2546,1988193.8000,774.0000,1392.0000,649.0000,2023-07-13T14:59:57.178498,773.0000,51,780.90,2949.89
135,2023-07-13,2809,SHIVM,SHIVAM CEMENTS LTD,673.2000,680.0000,649.8000,652.2000,357310,237593348.6000,660.0000,864.0000,389.8000,2023-07-13T14:59:59.259068,652.2000,2144,664.95,28696.80
136,2023-07-13,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,844.0000,861.3000,797.8000,797.8000,414,342511.6000,828.0000,1165.0000,650.0000,2023-07-13T14:42:43.946458,797.8000,18,827.32,1209.10
137,2023-07-13,2824,HURJA,Himalaya Urja Bikas Company Limited,274.0000,290.5000,272.0000,272.0000,52759,14730283.9000,270.0000,443.4000,190.5000,2023-07-13T14:59:37.218892,272.0000,176,279.19,2692.80
138,2023-07-13,2829,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,1176.0000,1176.0000,1123.0000,1170.0000,822,940159.0000,1154.0000,1862.0000,788.5000,2023-07-13T14:59:57.661455,1170.0000,15,1143.74,1709.82
139,2023-07-13,2831,UNHPL,Union Hydropower Limited,210.0000,211.0000,200.0000,201.0000,19912,4051430.4000,207.0000,280.0000,166.6000,2023-07-13T14:59:59.551058,201.0000,125,203.46,1507.50
140,2023-07-13,2835,NBF2,NABIL BALANCED FUND-2,8.6300,8.8600,8.6300,8.8600,7975,70444.0000,8.6100,11.1100,7.4500,2023-07-13T14:32:44.747017,8.8600,9,8.83,992.32
141,2023-07-13,2746,NMFBS,National Microfinance Laghubitta Bittiya Sanstha Limited,1380.0000,1407.0000,1366.0000,1366.0000,1422,1969200.6000,1353.0000,2580.0000,1101.0000,2023-07-13T14:58:22.407111,1366.0000,32,1384.81,9216.08
142,2023-07-13,2748,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,631.0000,655.0000,618.0000,621.0000,12199,7735184.2000,631.0000,693.0000,450.0000,2023-07-13T14:59:46.453887,621.0000,150,634.08,5400.02
143,2023-07-13,2752,NMBHF1,NMB Hybrid Fund L-1,10.7900,10.7900,10.6200,10.6200,34100,363064.0000,10.7900,12.2500,8.7900,2023-07-13T14:58:44.827180,10.6200,10,10.64,10620.00
144,2023-07-13,2753,NEF,Nabil Equity Fund,9.5800,9.7400,9.4000,9.7300,18827,177693.6600,9.4000,10.1700,7.7500,2023-07-13T13:33:58.627203,9.7300,8,9.43,1216.25
145,2023-07-13,2757,AKPL,Arun Kabeli Power Ltd.,252.0000,254.0000,237.2000,237.3000,132959,32198692.2000,248.0000,519.0000,220.0000,2023-07-13T14:59:40.549352,237.3000,650,242.17,9685.31
146,2023-07-13,2759,SPDL,Synergy Power Development Ltd.,260.0000,265.0000,253.0000,253.0000,37502,9740113.0000,259.9000,386.0000,234.0000,2023-07-13T14:59:02.595045,253.0000,212,259.72,2040.63
147,2023-07-13,2769,NHDL,Nepal Hydro Developers Ltd.,396.6000,404.3000,375.0000,375.2000,6687,2579132.9000,388.9000,432.0000,294.0000,2023-07-13T14:59:52.201646,375.2000,79,385.69,1260.40
148,2023-07-13,2771,SMB,Support Microfinance Bittiya Sanstha Ltd.,966.0000,967.0000,950.1000,955.0000,506,486824.0000,981.0000,1546.0000,812.0000,2023-07-13T14:58:21.904466,955.0000,18,962.10,909.52
149,2023-07-13,2773,SAEF,Sanima Equity Fund,11.1000,11.2000,10.9200,11.1700,61650,680139.0000,11.1000,13.2000,9.4600,2023-07-13T14:58:04.511861,11.1700,23,11.03,1452.10
150,2023-07-13,2780,CMF1,Citizens Mutual Fund -1,8.8200,9.3400,8.8000,9.3400,2000,17821.0000,8.6500,9.3400,6.7500,2023-07-13T12:11:26.880661,9.3400,7,8.91,765.88
151,2023-07-13,2781,WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,805.8000,810.0000,801.0000,801.5000,360,290580.0000,790.0000,1157.8000,694.0000,2023-07-13T14:48:09.525926,801.5000,17,807.16,634.88
152,2023-07-13,2784,NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,630.0000,640.0000,606.1000,615.0000,7338,4593379.4000,625.0000,883.1000,481.1000,2023-07-13T14:59:35.087300,615.0000,98,625.97,2987.42
153,2023-07-13,2786,PMHPL,Panchakanya Mai Hydropower Ltd,212.0000,217.3000,203.0000,207.0000,24266,5004490.6000,209.0000,288.2000,168.0000,2023-07-13T14:59:59.200242,207.0000,90,206.23,2277.00
154,2023-07-13,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,203.0000,209.9000,194.0000,195.0000,29258,5885395.9000,200.4000,262.0000,159.8000,2023-07-13T14:59:47.634321,195.0000,197,201.15,1560.00
155,2023-07-13,2789,JOSHI,Joshi Hydropower Development Company Ltd,273.0000,278.0000,261.3000,268.0000,18023,4849523.3000,272.0000,318.0000,168.0000,2023-07-13T14:59:58.862104,268.0000,148,269.07,995.35
156,2023-07-13,2792,UPPER,Upper Tamakoshi Hydropower Ltd,438.7000,445.0000,424.0000,429.0000,78050,33591960.3000,430.1000,590.0000,354.0000,2023-07-13T14:59:55.386469,429.0000,492,430.39,45431.10
157,2023-07-13,2804,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,901.0000,935.0000,901.0000,935.0000,182,165529.0000,917.0000,1760.0000,728.0000,2023-07-13T14:57:33.781786,935.0000,10,909.50,1357.62
158,2023-07-13,2810,UPCL,UNIVERSAL POWER COMPANY LTD,225.0000,229.5000,218.6000,219.9000,88875,19905222.8000,225.0000,295.0000,197.0000,2023-07-13T14:59:57.082234,219.9000,297,223.96,4618.67
159,2023-07-13,2811,MHNL,Mountain Hydro Nepal Limited,244.0000,245.0000,234.0000,235.0000,22492,5390325.9000,241.0000,356.9000,212.0000,2023-07-13T14:59:47.908439,235.0000,128,239.65,2937.50
160,2023-07-13,2813,PPCL,Panchthar Power Compant Limited,269.0000,284.0000,266.1000,269.9000,64310,17740978.6000,265.0000,389.3000,252.0000,2023-07-13T14:59:48.677218,269.9000,331,275.86,2597.79
161,2023-07-13,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,710.0000,740.0000,710.0000,739.0000,382,275611.5000,720.0000,1191.0000,661.5000,2023-07-13T14:59:57.857415,739.0000,15,721.49,749.35
162,2023-07-13,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,717.0000,717.0000,696.0000,702.0000,2527,1782597.4000,703.8000,1113.8000,545.1000,2023-07-13T14:59:32.473406,702.0000,57,705.42,3491.86
163,2023-07-13,2834,SRD80,10% Sunrise Debenture 2080,1020.0000,1020.0000,1020.0000,1020.0000,25,25500.0000,1000.0000,1020.0000,920.0000,2023-07-13T14:31:16.234251,1020.0000,1,1020.00,1020.00
164,2023-07-13,2841,RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,310.0000,317.7000,303.0000,303.0000,32350,9974413.1000,311.5000,371.0000,210.0000,2023-07-13T14:59:57.667147,303.0000,223,308.32,18658.41
165,2023-07-13,2850,NMBD2085,10 % NMB DEBENTURE 2085,915.6000,987.4000,915.6000,987.4000,50,47609.0000,897.7000,987.4000,878.0000,2023-07-13T13:30:43.842025,987.4000,5,952.18,
166,2023-07-13,2851,NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,1030.0000,1030.0000,1009.4000,1009.4000,235,241535.0000,1012.9000,1060.6000,890.1000,2023-07-13T14:59:11.144648,1009.4000,3,1027.80,
167,2023-07-13,2854,NBBD2085,10.25% NBBL Debenture 2085,1158.7000,1158.7000,1158.7000,1158.7000,10,11587.0000,1136.0000,1158.7000,970.2000,2023-07-13T12:09:05.625276,1158.7000,1,1158.70,
168,2023-07-13,2859,SIGS2,Siddhartha Investment Growth Scheme - 2,8.9900,8.9900,8.4500,8.6900,93300,805711.0000,8.8500,10.1600,7.5600,2023-07-13T14:59:51.317256,8.6900,26,8.63,1042.80
169,2023-07-13,2840,GBD80/81,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,1038.8000,1075.0000,1038.8000,1075.0000,45,47310.0000,1059.9000,1075.0000,920.0000,2023-07-13T12:58:01.731164,1075.0000,3,1051.33,110838.05
170,2023-07-13,2842,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,302.2000,310.0000,297.0000,298.0000,23675,7130745.5000,302.1000,359.0000,210.0000,2023-07-13T14:59:59.596759,298.0000,145,301.19,9789.30
171,2023-07-13,2843,SABSL,Sabaiko Laghubitta Bittiya Sanstha Limited,750.0000,753.6000,740.0000,740.0000,2726,2034044.5000,739.0000,1200.0000,566.0000,2023-07-13T14:59:48.581675,740.0000,49,746.16,2357.64
172,2023-07-13,2860,SAPDBL,Saptakoshi Development Bank Ltd,274.0000,274.0000,257.1000,257.1000,16044,4263506.0000,270.0000,305.0000,202.0000,2023-07-13T14:59:47.652593,257.1000,97,265.73,2145.08
173,2023-07-13,2864,SBLD83,10.25% SBL Debenture 2083,1018.5000,1098.5000,1018.5000,1098.5000,80,84678.0000,998.7000,1098.5000,905.0000,2023-07-13T13:55:14.107725,1098.5000,6,1058.47,
174,2023-07-13,2869,NICAD8283,11% NIC Asia Debenture 082/83,1094.0000,1099.0000,1094.0000,1099.0000,35,38340.0000,1094.0000,1118.0000,927.5000,2023-07-13T12:28:35.777820,1099.0000,2,1095.42,
175,2023-07-13,2872,SBLD2082,10.50% SBL Debenture 2082,1019.2000,1019.2000,1019.2000,1019.2000,10,10192.0000,1040.0000,1041.6000,920.0000,2023-07-13T14:26:42.825283,1019.2000,1,1019.20,
176,2023-07-13,2880,HDHPC,Himal Dolakha Hydropower Company Limited,161.0000,164.0000,153.0000,153.9000,113729,18058155.0000,159.0000,280.3000,142.1000,2023-07-13T14:59:57.415504,153.9000,504,158.78,4309.20
177,2023-07-13,2881,NRIC,Nepal Reinsurance Company Limited,746.5000,756.0000,738.0000,738.0000,31058,23132738.2000,744.0000,927.0000,565.0000,2023-07-13T14:59:52.757557,738.0000,273,744.82,94563.95
178,2023-07-13,2886,ADBLD83,10.35% Agricultural Bank Debenture 2083,1074.0000,1074.0000,1074.0000,1074.0000,10,10740.0000,1069.0000,1074.0000,865.1000,2023-07-13T11:16:59.100443,1074.0000,1,1074.00,
179,2023-07-13,2887,NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,749.7000,749.7000,725.0000,725.1000,14696,10853831.5000,735.0000,975.0000,516.0000,2023-07-13T14:59:55.435519,725.1000,226,738.55,12612.68
180,2023-07-13,2892,NBLD82,10% Nabil Debenture 2082,990.4000,990.4000,990.4000,990.4000,35,34664.0000,971.0000,990.4000,910.2000,2023-07-13T12:26:08.957846,990.4000,2,990.40,
181,2023-07-13,2917,CGH,Chandragiri Hills Limited,1312.0000,1313.0000,1260.0000,1290.0000,2773,3551013.0000,1288.0000,1487.0000,940.0000,2023-07-13T14:59:54.822615,1290.0000,67,1280.56,19789.77
182,2023-07-13,2922,SBD87,8.5% Sanima Debenture 2087,845.0000,845.0000,845.0000,845.0000,40,33800.0000,831.3000,864.9000,732.6000,2023-07-13T14:59:34.929539,845.0000,2,845.00,
183,2023-07-13,2923,SLCF,Sanima Large Cap Fund,7.8200,8.2700,7.8200,8.2700,10300,83032.0000,7.9600,9.5000,6.9000,2023-07-13T14:59:24.021851,8.2700,20,8.06,992.40
184,2023-07-13,2932,MFLD85,9.5% Manjushree Finance Limited Debenture 2085,959.4000,1015.0000,959.4000,1015.0000,135,133036.5000,978.9000,1015.0000,805.1000,2023-07-13T13:46:23.004207,1015.0000,7,985.45,
185,2023-07-13,2935,RURU,Ru Ru Jalbidhyut Pariyojana Limited,815.0000,816.0000,790.0000,790.0000,895,716198.2000,800.0000,1133.8000,665.1000,2023-07-13T14:54:00.493682,790.0000,23,800.22,3897.26
186,2023-07-13,3946,CHDC,CEDB Hydropower Development Company Limited,905.0000,927.1000,890.0000,903.0000,20489,18712098.0000,913.0000,954.0000,590.0000,2023-07-13T14:59:46.046675,903.0000,267,913.27,7579.87
187,2023-07-13,4947,PSF,Prabhu Select Fund,9.2400,9.3300,8.9900,9.1400,236582,2159418.7800,9.1500,9.8300,7.3100,2023-07-13T14:48:24.712646,9.1400,38,9.12,1142.50
188,2023-07-13,4955,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,773.0000,787.0000,730.0000,730.0000,832,617662.0000,773.0000,1199.0000,598.1000,2023-07-13T14:54:42.957483,730.0000,21,742.38,1083.89
189,2023-07-13,4959,NBLD87,8.5% Nepal Bank Debenture 2087,830.0000,869.0000,830.0000,869.0000,165,139039.0000,820.9000,1020.0000,711.0000,2023-07-13T14:05:58.369836,869.0000,6,842.66,
190,2023-07-13,4963,NMBD87/88,NMB Debenture 8.50% - 2087/88,805.9000,805.9000,805.9000,805.9000,15,12088.5000,790.1000,1000.0000,747.1000,2023-07-13T12:31:12.682340,805.9000,1,805.90,
191,2023-07-13,5982,SRLI,Sanima Reliance Life Insurance Limited,568.0000,578.0000,552.3000,552.5000,39668,22310289.2000,567.9000,619.9000,311.5000,2023-07-13T14:59:53.703993,552.5000,612,562.42,23116.60
192,2023-07-13,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,403.0000,408.0000,368.6000,379.8000,3469,1327432.2000,396.0000,582.4000,354.0000,2023-07-13T14:59:56.159380,379.8000,54,382.65,1398.21
193,2023-07-13,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,768.1000,821.0000,768.1000,785.1000,592,471851.0000,772.0000,1350.3000,630.0000,2023-07-13T14:59:41.832531,785.1000,28,797.04,858.70
194,2023-07-13,8021,SAHAS,Sahas Urja Limited,490.0000,499.0000,481.0000,489.0000,16411,8019359.4000,490.0000,616.0000,402.0000,2023-07-13T14:59:55.487731,489.0000,300,488.65,17115.00
195,2023-07-13,8026,NYADI,Nyadi Hydropower Limited,279.3000,279.3000,265.0000,265.0000,7884,2114654.4000,273.9000,400.0000,250.1000,2023-07-13T14:59:52.108408,265.0000,94,268.22,3975.00
196,2023-07-13,8027,NBLD85,Nabil Debenture 2085,826.7000,843.2000,826.7000,843.2000,40,33233.0000,810.5000,852.7000,730.0000,2023-07-13T12:09:04.018952,843.2000,2,830.82,
197,2023-07-13,2862,CMF2,CITIZENS MUTUAL FUND 2,8.7900,9.4600,8.6200,9.4600,84100,746408.0000,8.9600,10.3600,7.0300,2023-07-13T14:59:45.240656,9.4600,21,8.87,529.76
198,2023-07-13,2863,NICBF,NIC Asia Balanced Fund,9.2500,9.3800,9.1600,9.3800,48201,443585.3800,9.2000,11.0500,8.0000,2023-07-13T14:46:00.593039,9.3800,8,9.20,708.19
199,2023-07-13,2867,NMB50,NMB 50,10.4000,10.6500,10.4000,10.4500,80599,843922.1000,10.2600,13.1000,8.2800,2023-07-13T14:03:28.409189,10.4500,6,10.47,1306.25
200,2023-07-13,2868,NICD83/84,10.25% NIC Asia Debenture 2083/84,1090.0000,1090.0000,1090.0000,1090.0000,10,10900.0000,1074.0000,1090.0000,869.0000,2023-07-13T11:17:27.264210,1090.0000,1,1090.00,
201,2023-07-13,2877,SFMF,Sunrise First Mutual Fund,10.7500,11.1800,10.7500,10.9900,17500,191450.0000,10.9200,12.0500,8.5300,2023-07-13T14:57:30.820805,10.9900,15,10.94,945.14
202,2023-07-13,2878,SRBLD83,10.25% Sunrise Bank Debenture 2083,1070.0000,1070.0000,1070.0000,1070.0000,10,10700.0000,1056.0000,1070.0000,857.0000,2023-07-13T11:19:08.733531,1070.0000,1,1070.00,
203,2023-07-13,2879,LBLD86,10% Laxmi Bank Debenture 2086,953.7000,953.7000,953.7000,953.7000,25,23842.5000,935.0000,953.7000,932.6000,2023-07-13T12:50:45.727345,953.7000,1,953.70,
204,2023-07-13,2882,ICFCD83,12% ICFC Finance Limited Debenture 2083,1146.9000,1146.9000,1139.5000,1140.0000,70,79864.0000,1136.9000,1146.9000,988.1000,2023-07-13T13:18:21.457693,1140.0000,3,1140.91,
205,2023-07-13,2883,GWFD83,12 % Goodwill Finance Limited Debenture 2083,1090.0000,1110.0000,1080.0000,1110.0000,380,419724.0000,1099.5000,1171.0000,989.8000,2023-07-13T14:23:11.207145,1110.0000,7,1104.53,
206,2023-07-13,2890,SBIBD86,10% Nepal SBI Bank Debenture 2086,965.8000,965.8000,965.8000,965.8000,10,9658.0000,946.9000,965.8000,825.0000,2023-07-13T13:52:56.928617,965.8000,1,965.80,
207,2023-07-13,2896,SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,750.0000,764.0000,740.0000,740.0000,488,363102.6000,750.0000,1190.0000,596.0000,2023-07-13T14:52:37.314625,740.0000,28,744.06,2828.71
208,2023-07-13,2898,NRN,NRN Infrastructure and Development Limited,527.1000,536.9000,511.0000,511.0000,21461,11232333.5000,527.0000,580.0000,385.0000,2023-07-13T14:59:59.509019,511.0000,149,523.38,6250.61
209,2023-07-13,2902,LUK,Laxmi Unnati Kosh,9.1900,9.3500,9.0400,9.3200,32090,296086.8000,9.0200,10.2500,7.5200,2023-07-13T14:39:24.309541,9.3200,15,9.22,608.25
210,2023-07-13,2903,LEC,Liberty Energy Company Limited,265.0000,265.0000,248.0000,260.0000,33282,8523297.9000,269.2000,318.0000,203.8000,2023-07-13T14:59:58.409899,260.0000,215,256.09,3900.00
211,2023-07-13,2904,PBLD84,10% Prabhu Bank Debenture 2084 ,1043.0000,1069.5000,1043.0000,1069.5000,195,204950.0000,1048.8000,1069.5000,851.0000,2023-07-13T14:09:30.732846,1069.5000,6,1051.02,
212,2023-07-13,2907,SSHL,Shiva Shree Hydropower Ltd,190.7000,196.6000,181.6000,183.5000,137225,26135220.0000,187.0000,290.0000,155.1000,2023-07-13T14:59:59.009270,183.5000,633,190.45,2709.19
213,2023-07-13,2908,SGIC,Sanima GIC Insurance Limited,670.0000,674.0000,641.9000,649.0000,21509,14018038.2000,663.0000,710.9000,365.0000,2023-07-13T14:59:39.048270,649.0000,230,651.72,12980.00
214,2023-07-13,2913,MEN,Mountain Energy Nepal Limited,980.0000,1040.0000,935.2000,1019.0000,14000,13937917.5000,1000.0000,1040.0000,692.0000,2023-07-13T14:59:58.166352,1019.0000,213,995.56,20054.20
215,2023-07-13,2914,UMRH,United IDI Mardi RB Hydropower Limited.,450.1000,457.0000,433.6000,439.0000,4606,2042174.0000,451.0000,849.9000,390.0000,2023-07-13T14:59:40.274429,439.0000,60,443.37,1843.80
216,2023-07-13,2915,PLI,Prabhu Life Insurance Limited,609.9000,611.8000,586.2000,587.0000,28431,16938180.7000,600.0000,660.0000,338.3000,2023-07-13T14:59:43.376816,587.0000,297,595.76,12890.52
217,2023-07-13,2919,NIFRA,Nepal Infrastructure Bank Limited,218.0000,222.9000,216.5000,217.0000,121198,26605585.0000,218.0000,269.2000,176.9000,2023-07-13T14:59:57.860979,217.0000,796,219.52,46872.00
218,2023-07-13,2924,GLH,GreenLife Hydropower Limited,267.2000,280.5000,255.8000,260.0000,79148,20915568.7000,267.2000,377.0000,219.0000,2023-07-13T14:59:49.060885,260.0000,216,264.25,4680.00
219,2023-07-13,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2056.0000,2128.0000,2056.0000,2089.0000,1241,2585566.5000,2056.0000,4329.6000,1700.0000,2023-07-13T14:59:53.050783,2089.0000,49,2083.45,4544.88
220,2023-07-13,2931,NIBD84,8.5% Nepal Investment Bank Debenture 2084,835.2000,865.0000,835.2000,865.0000,45,38049.0000,851.7000,869.0000,753.4000,2023-07-13T13:50:06.384615,865.0000,3,845.53,
221,2023-07-13,2933,KEF,Kumari Equity Fund,9.0000,9.8300,8.7800,9.3700,37531,343900.0700,8.9400,10.0700,7.6200,2023-07-13T14:58:12.201502,9.3700,41,9.16,937.00
222,2023-07-13,2934,SHEL,Singati Hydro Energy Limited,279.0000,290.8000,274.0000,289.0000,4689,1317403.9000,283.0000,403.9000,210.0000,2023-07-13T14:59:55.804380,289.0000,100,280.95,4190.50
223,2023-07-13,2937,SBCF,Sunrise Bluechip Fund,8.0000,8.0000,7.8500,7.8600,33151,262599.9400,7.8500,9.6800,6.8500,2023-07-13T14:59:49.176656,7.8600,22,7.92,982.50
224,2023-07-13,4949,NIBSF2,NIBL Samriddhi Fund -2,8.0000,8.6300,8.0000,8.6300,63034,531295.4000,7.8500,8.7000,6.7400,2023-07-13T14:59:37.812656,8.6300,67,8.42,1294.50
225,2023-07-13,8033,GBBD85,Garima Debenture", 2085,947.0000,1000.0000,947.0000,1000.0000,70,67984.0000,929.0000,1000.0000,722.5000,2023-07-13T11:24:23.263020,1000.0000,5,971.20,
226,2023-07-13,8034,ENL,Emerging Nepal Limited,717.0000,725.0000,692.1000,692.1000,2816,1979786.1000,705.9000,869.0000,535.0000,2023-07-13T14:59:14.645452,692.1000,45,703.04,3845.31
227,2023-07-13,8036,RULB,Rastra Utthan Laghubitta Sanstha Limited,775.0000,835.0000,745.0000,755.0000,3395,2590242.0000,759.9000,1424.9000,582.2000,2023-07-13T14:59:05.719674,755.0000,101,762.95,1963.00
228,2023-07-13,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,1580.0000,1613.6000,1570.0000,1613.6000,540,857869.0000,1577.0000,3770.0000,1425.0000,2023-07-13T14:59:46.969055,1613.6000,30,1588.64,2949.66
229,2023-07-13,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2084.8000,2084.8000,2034.2000,2038.0000,2523,5172057.7000,2044.0000,3759.0000,1892.1000,2023-07-13T14:59:56.405194,2038.0000,99,2049.96,5196.90
230,2023-07-13,8045,GVL,Green Ventures Limited,405.0000,420.0000,388.1000,388.1000,35064,14131749.4000,407.7000,511.0000,272.0000,2023-07-13T14:59:05.204080,388.1000,259,403.02,12128.13
231,2023-07-13,8055,BHL,Balephi Hydropower Limited,277.4000,277.4000,255.3000,260.0000,7622,1994576.9000,272.0000,397.0000,225.4000,2023-07-13T14:59:57.893178,260.0000,125,261.68,4752.72
232,2023-07-13,8066,RFPL,River Falls Power Limited,257.8000,268.0000,250.0000,251.1000,9737,2509088.6000,263.0000,325.0000,204.5000,2023-07-13T14:59:56.463996,251.1000,222,257.68,1757.70
233,2023-07-13,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,251.0000,259.0000,239.4000,246.9000,12898,3184685.4000,255.9000,408.0000,217.0000,2023-07-13T14:59:57.514530,246.9000,160,246.91,2602.97
234,2023-07-13,8073,NICFC,NIC Asia Flexi CAP Fund,9.3000,10.0000,9.0600,9.4200,4901,46809.4200,9.2600,10.0000,7.3000,2023-07-13T14:51:58.576573,9.4200,30,9.55,96.08
235,2023-07-13,8074,KDBY,Kumari Dhanabriddhi Yojana,9.8700,9.8700,9.6800,9.6800,2500,24238.0000,10.0700,10.4300,7.4600,2023-07-13T13:50:41.818429,9.6800,12,9.69,38.72
