BUSINESS_DATE,SECURITY_NAME,SYMBOL,TOTAL_TRADED_QUANTITY
2023-07-17,Union Hydropower Limited,UNHPL,21660
2023-07-16,Union Hydropower Limited,UNHPL,16431
2023-07-13,Union Hydropower Limited,UNHPL,19912
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1325
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,1550
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,2782
2023-07-17,United Ajod Insurance Limited,UAIL,2554
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,2631
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,1220
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,4606
2023-07-17,United Modi Hydropower Ltd.,UMHL,20994
2023-07-16,United Modi Hydropower Ltd.,UMHL,27921
2023-07-13,United Modi Hydropower Ltd.,UMHL,34090
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,313
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,210
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,314
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,389
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,663
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,3031
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,4800
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,4095
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,9561
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,2375
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,2615
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,6176
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,26648
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,38936
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,78050
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,1820
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,271
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,40
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,360
