BUSINESS_DATE,SECURITY_NAME,SYMBOL,TOTAL_TRADES
2023-07-16,Sayapatri Hydropower Limited,SPHL,35
2023-07-13,Sayapatri Hydropower Limited,SPHL,54
2023-07-16,Shangri-la Development Bank Debenture 2087,SDBD87,1
2023-07-13,Shangri-la Development Bank Debenture 2087,SDBD87,2
2023-07-17,Shangrila Development Bank Ltd.,SADBL,259
2023-07-16,Shangrila Development Bank Ltd.,SADBL,88
2023-07-13,Shangrila Development Bank Ltd.,SADBL,134
2023-07-17,Shikhar Insurance Co. Ltd.,SICL,184
2023-07-16,Shikhar Insurance Co. Ltd.,SICL,140
2023-07-13,Shikhar Insurance Co. Ltd.,SICL,198
2023-07-17,Shine Resunga Development Bank Ltd.,SHINE,926
2023-07-16,Shine Resunga Development Bank Ltd.,SHINE,220
2023-07-13,Shine Resunga Development Bank Ltd.,SHINE,461
2023-07-17,Shiva Shree Hydropower Ltd,SSHL,201
2023-07-16,Shiva Shree Hydropower Ltd,SSHL,254
2023-07-13,Shiva Shree Hydropower Ltd,SSHL,633
2023-07-17,Shree Investment Finance Co. Ltd.,SIFC,153
2023-07-16,Shree Investment Finance Co. Ltd.,SIFC,81
2023-07-13,Shree Investment Finance Co. Ltd.,SIFC,173
2023-07-17,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,100
2023-07-16,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,50
2023-07-13,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,50
2023-07-17,Shuvam Power Limited,SPL,152
2023-07-16,Shuvam Power Limited,SPL,98
2023-07-13,Shuvam Power Limited,SPL,155
2023-07-17,Siddhartha Bank Limited,SBL,451
2023-07-16,Siddhartha Bank Limited,SBL,302
2023-07-13,Siddhartha Bank Limited,SBL,164
2023-07-17,Siddhartha Equity Fund,SEF,4
2023-07-16,Siddhartha Equity Fund,SEF,7
2023-07-13,Siddhartha Equity Fund,SEF,16
2023-07-17,Siddhartha Investment Growth Scheme - 2,SIGS2,17
2023-07-16,Siddhartha Investment Growth Scheme - 2,SIGS2,9
2023-07-13,Siddhartha Investment Growth Scheme - 2,SIGS2,26
2023-07-17,Siddhartha Premier Insurance Limited,SPIL,204
2023-07-16,Siddhartha Premier Insurance Limited,SPIL,159
2023-07-13,Siddhartha Premier Insurance Limited,SPIL,260
2023-07-17,Sikles Hydropower Limited,SIKLES,94
2023-07-16,Sikles Hydropower Limited,SIKLES,60
2023-07-13,Sikles Hydropower Limited,SIKLES,115
2023-07-17,Sindhu Bikash Bank Ltd,SINDU,72
2023-07-16,Sindhu Bikash Bank Ltd,SINDU,45
2023-07-13,Sindhu Bikash Bank Ltd,SINDU,73
2023-07-17,Singati Hydro Energy Limited,SHEL,78
2023-07-16,Singati Hydro Energy Limited,SHEL,52
2023-07-13,Singati Hydro Energy Limited,SHEL,100
2023-07-17,Soaltee Hotel Limited,SHL,497
2023-07-16,Soaltee Hotel Limited,SHL,346
2023-07-13,Soaltee Hotel Limited,SHL,767
2023-07-17,Standard Chartered Bank Limited,SCB,225
2023-07-16,Standard Chartered Bank Limited,SCB,187
2023-07-13,Standard Chartered Bank Limited,SCB,143
2023-07-13,Summit Laghubitta Bittiya Sanstha Limited,SMFDB,39
2023-07-13,Sunrise Bank Limited,SRBL,157
2023-07-17,Sunrise Bluechip Fund,SBCF,6
2023-07-16,Sunrise Bluechip Fund,SBCF,28
2023-07-13,Sunrise Bluechip Fund,SBCF,22
2023-07-17,Sunrise First Mutual Fund,SFMF,10
2023-07-16,Sunrise First Mutual Fund,SFMF,9
2023-07-13,Sunrise First Mutual Fund,SFMF,15
2023-07-17,Sunrise Focused Equity Fund,SFEF,18
2023-07-16,Sunrise Focused Equity Fund,SFEF,35
2023-07-13,Sunrise Focused Equity Fund,SFEF,19
2023-07-17,Super Madi Hydropower Limited,SMHL,178
2023-07-16,Super Madi Hydropower Limited,SMHL,234
2023-07-13,Super Madi Hydropower Limited,SMHL,202
2023-07-17,Super Mai Hydropower Limited,SMH,88
2023-07-16,Super Mai Hydropower Limited,SMH,106
2023-07-13,Super Mai Hydropower Limited,SMH,134
2023-07-17,Support Microfinance Bittiya Sanstha Ltd.,SMB,9
2023-07-16,Support Microfinance Bittiya Sanstha Ltd.,SMB,3
2023-07-13,Support Microfinance Bittiya Sanstha Ltd.,SMB,18
2023-07-17,SuryaJyoti Life Insurance Company Limited,SJLIC,409
2023-07-16,SuryaJyoti Life Insurance Company Limited,SJLIC,371
2023-07-13,SuryaJyoti Life Insurance Company Limited,SJLIC,468
2023-07-17,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,64
2023-07-16,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,36
2023-07-13,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,69
2023-07-17,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,276
2023-07-16,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,146
2023-07-13,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,97
2023-07-17,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,16
2023-07-16,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,5
2023-07-13,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,15
2023-07-17,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,66
2023-07-16,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,43
2023-07-13,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,77
2023-07-17,Swet-Ganga Hydropower & Construction Limited ,SGHC,168
2023-07-16,Swet-Ganga Hydropower & Construction Limited ,SGHC,145
2023-07-13,Swet-Ganga Hydropower & Construction Limited ,SGHC,170
2023-07-17,Synergy Power Development Ltd.,SPDL,98
2023-07-16,Synergy Power Development Ltd.,SPDL,93
2023-07-13,Synergy Power Development Ltd.,SPDL,212
2023-07-17,Taragaon Regency Hotel Limited,TRH,216
2023-07-16,Taragaon Regency Hotel Limited,TRH,130
2023-07-13,Taragaon Regency Hotel Limited,TRH,210
2023-07-17,Terhathum Power Company Limited,TPC,44
2023-07-16,Terhathum Power Company Limited,TPC,22
2023-07-13,Terhathum Power Company Limited,TPC,53
2023-07-17,UNIVERSAL POWER COMPANY LTD,UPCL,220
2023-07-16,UNIVERSAL POWER COMPANY LTD,UPCL,143
2023-07-13,UNIVERSAL POWER COMPANY LTD,UPCL,297
2023-07-17,Unilever Nepal Limited,UNL,20
2023-07-16,Unilever Nepal Limited,UNL,4
2023-07-13,Unilever Nepal Limited,UNL,11
2023-07-17,Union Hydropower Limited,UNHPL,102
2023-07-16,Union Hydropower Limited,UNHPL,87
2023-07-13,Union Hydropower Limited,UNHPL,125
2023-07-17,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,124
2023-07-16,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,111
2023-07-13,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,178
2023-07-17,United Ajod Insurance Limited,UAIL,54
2023-07-17,United IDI Mardi RB Hydropower Limited.,UMRH,39
2023-07-16,United IDI Mardi RB Hydropower Limited.,UMRH,28
2023-07-13,United IDI Mardi RB Hydropower Limited.,UMRH,60
2023-07-17,United Modi Hydropower Ltd.,UMHL,115
2023-07-16,United Modi Hydropower Ltd.,UMHL,118
2023-07-13,United Modi Hydropower Ltd.,UMHL,212
2023-07-17,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,4
2023-07-16,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,3
2023-07-13,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,13
2023-07-17,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,23
2023-07-16,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,28
2023-07-13,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,70
2023-07-17,Upper Hewakhola Hydropower Company Limited,UHEWA,104
2023-07-16,Upper Hewakhola Hydropower Company Limited,UHEWA,105
2023-07-13,Upper Hewakhola Hydropower Company Limited,UHEWA,109
2023-07-17,Upper Solu Hydro Electric Company Limited,USHEC,142
2023-07-16,Upper Solu Hydro Electric Company Limited,USHEC,109
2023-07-13,Upper Solu Hydro Electric Company Limited,USHEC,120
2023-07-17,Upper Tamakoshi Hydropower Ltd,UPPER,290
2023-07-16,Upper Tamakoshi Hydropower Ltd,UPPER,304
2023-07-13,Upper Tamakoshi Hydropower Ltd,UPPER,492
2023-07-13,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,53
2023-07-17,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,9
2023-07-16,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,3
2023-07-13,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,17
